row_label_raw,row_label_full,col_0,Giá gốc trái phiếu,Tổng chi phí phát hành,Chi phí phát hành phân bổ,Giá trị trái phiếu cuối kỳ,Lãi suất,numeric__Giá gốc trái phiếu,numeric__Tổng chi phí phát hành,numeric__Chi phí phát hành phân bổ,numeric__Giá trị trái phiếu cuối kỳ,numeric__Lãi suất
Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,,,,,
- Trái phiếu kỳ hạn 5 năm,Loại phát hành theo mênh giá > - Trái phiếu kỳ hạn 5 năm,- Trái phiếu kỳ hạn 5 năm,366.000.000.000,6.518.829.294,6.518.829.294,366.000.000.000,11% kỳ đầu và thả nổi từ kỳ thứ 2,366000000000.0,6518829294.0,6518829294.0,366000000000.0,
- Trái phiếu kỳ hạn 5 năm,Loại phát hành theo mênh giá > - Trái phiếu kỳ hạn 5 năm,- Trái phiếu kỳ hạn 5 năm,134.000.000.000,2.593.300.000,1.039.776.675,132.446.476.675,10% kỳ đầu và thả nổi từ kỳ thứ 2,134000000000.0,2593300000.0,1039776675.0,132446476675.0,
- Trái phiếu phải trả do không chuyển đổi,Loại phát hành theo mênh giá > - Trái phiếu phải trả do không chuyển đổi,- Trái phiếu phải trả do không chuyển đổi,374.500.000,-,-,374.500.000,13%/năm,374500000.0,,,374500000.0,
Cộng,Loại phát hành theo mênh giá > Cộng,Cộng,500.374.500.000,9.112.129.294,7.558.605.969,498.820.976.675,,500374500000.0,9112129294.0,7558605969.0,498820976675.0,
