row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số đầu kỳ,Nguyên giá > Số đầu kỳ,Số đầu kỳ,-,317.684.000,317.684.000,,317684000.0,317684000.0
Tăng trong kỳ,Nguyên giá > Tăng trong kỳ,Tăng trong kỳ,81.652.795,-,81.652.795,81652795.0,,81652795.0
"Thanh lý, nhượng bán","Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,-,-,,,
Số cuối kỳ,"Thanh lý, nhượng bán > Số cuối kỳ",Số cuối kỳ,81.652.795,317.684.000,399.336.795,81652795.0,317684000.0,399336795.0
Khấu hao,Khấu hao,Khấu hao,Khấu hao,Khấu hao,Khấu hao,,,
Số đầu kỳ,Khấu hao > Số đầu kỳ,Số đầu kỳ,-,295.445.637,295.445.637,,295445637.0,295445637.0
Khấu hao trong kỳ,Khấu hao > Khấu hao trong kỳ,Khấu hao trong kỳ,81.652.795,8.763.432,90.416.227,81652795.0,8763432.0,90416227.0
"Thanh lý, nhượng bán","Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,-,-,,,
Số cuối kỳ,"Thanh lý, nhượng bán > Số cuối kỳ",Số cuối kỳ,81.652.795,304.209.069,385.861.864,81652795.0,304209069.0,385861864.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số đầu kỳ,Giá trị còn lại > Số đầu kỳ,Số đầu kỳ,-,22.238.363,22.238.363,,22238363.0,22238363.0
Số cuối kỳ,Giá trị còn lại > Số cuối kỳ,Số cuối kỳ,-,13.474.931,13.474.931,,13474931.0,13474931.0
