row_label_raw,row_label_full,Công ty CP Bến xe Liên tỉnh Phía Nam Thành phố Đà Nẵng Công ty con,Môi quan hệ > Công ty CP Bến xe Liên tỉnh Phía Nam Thành phố Đà Nẵng Công ty con,31/12/2020 > 736.250.000,01/01/2020 > 626.250.000,numeric__Môi quan hệ > Công ty CP Bến xe Liên tỉnh Phía Nam Thành phố Đà Nẵng Công ty con,numeric__31/12/2020 > 736.250.000,numeric__01/01/2020 > 626.250.000
Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Công ty con,5.641.773.636,-,,5641773636.0,
Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,Chung Chủ tịch HĐQT,3.989.450.032,-,,3989450032.0,
Công ty CP Dịch vụ công cộng Đức Long Bảo Lộc,Công ty CP Dịch vụ công cộng Đức Long Bảo Lộc,Công ty CP Dịch vụ công cộng Đức Long Bảo Lộc,Công ty nhận đầu tư,14.173.459.602,13.611.577.690,,14173459602.0,13611577690.0
Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Chung cổ đông lớn,-,254.800.000,,,254800000.0
Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Chung thành viên lãnh đạo,-,477.820.250,,,477820250.0
Cộng,Cộng,Cộng,Cộng,24.540.933.270,14.970.447.940,,24540933270.0,14970447940.0
