row_label_raw,row_label_full,col_0,Môi quan hệ,31/12/2020,01/01/2020,numeric__Môi quan hệ,numeric__31/12/2020,numeric__01/01/2020
Công ty Shine Profit Development Limited,Công ty Shine Profit Development Limited,Công ty Shine Profit Development Limited,Công ty con của Công ty Mass Noble Investment Limited,16.944.649.778,63.595.726.963,,16944649778.0,63595726963.0
Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Chung thành viên lãnh đạo,-,88.000.000.000,,,88000000000.0
Cộng,Cộng,Cộng,,16.944.649.778,151.595.726.963,,16944649778.0,151595726963.0
