row_label_raw,row_label_full,col_0,Vốn góp củachủ sở hữu,Thặng dư vốncổ phần,Chênh lệch tỷ giá,Quỹ đầu tưphát triển,Lợi nhuậnsau thuếchưa phân phối,Cộng,numeric__Vốn góp củachủ sở hữu,numeric__Thặng dư vốncổ phần,numeric__Chênh lệch tỷ giá,numeric__Quỹ đầu tưphát triển,numeric__Lợi nhuậnsau thuếchưa phân phối,numeric__Cộng
Số dư tại 01/01/2019,Số dư tại 01/01/2019,Số dư tại 01/01/2019,2.993.097.200.000,50.510.908.328,-,6.196.436.959,(33.617.545.181),3.016.187.000.106,2993097200000.0,50510908328.0,,6196436959.0,-33617545181.0,3016187000106.0
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,-,-,5.059.787.598,-,(36.865.782.008),31.805.994.410,,,5059787598.0,,-36865782008.0,31805994410.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,-,5.059.787.598,-,-,5.059.787.598,,,5059787598.0,,,5059787598.0
Số dư tại 31/12/2019,Số dư tại 31/12/2019,Số dư tại 31/12/2019,2.993.097.200.000,50.510.908.328,-,6.196.436.959,(70.483.327.189),2.979.321.218.098,2993097200000.0,50510908328.0,,6196436959.0,-70483327189.0,2979321218098.0
Số dư tại 01/01/2020,Số dư tại 01/01/2020,Số dư tại 01/01/2020,2.993.097.200.000,50.510.908.328,-,6.196.436.959,(70.483.327.189),2.979.321.218.098,2993097200000.0,50510908328.0,,6196436959.0,-70483327189.0,2979321218098.0
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,-,-,6.060.071.045,-,(1.044.755.169.532),(1.038.695.098.487),,,6060071045.0,,-1044755169532.0,-1038695098487.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,-,6.060.071.045,-,-,6.060.071.045,,,6060071045.0,,,6060071045.0
Số dư tại 31/12/2020,Số dư tại 31/12/2020,Số dư tại 31/12/2020,2.993.097.200.000,50.510.908.328,-,6.196.436.959,(1.115.238.496.721),1.934.566.048.566,2993097200000.0,50510908328.0,,6196436959.0,-1115238496721.0,1934566048566.0
