row_label_raw,row_label_full,col_0,Số đầu kỳ,Tăng trong kỳ,Giảm trong kỳ,Số cuối kỳ,numeric__Số đầu kỳ,numeric__Tăng trong kỳ,numeric__Giảm trong kỳ,numeric__Số cuối kỳ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,359.741.823.182,17.087.002.019,95.733.962.012,281.094.863.189,359741823182.0,17087002019.0,95733962012.0,281094863189.0
- Ngân hàng TMCP Công thương Việt Nam - CN gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN gia Lai,28.933.000.000,-,6.327.939.870,22.605.060.130,28933000000.0,,6327939870.0,22605060130.0
- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,240.376.499.400,-,64.121.684.000,176.254.815.400,240376499400.0,,64121684000.0,176254815400.0
- Công ty CP Đầu tư & KD Bất Động Sản Đức Long Gia Lai,- Công ty CP Đầu tư & KD Bất Động Sản Đức Long Gia Lai,- Công ty CP Đầu tư & KD Bất Động Sản Đức Long Gia Lai,-,8.062.254.423,1.497.410.000,6.564.844.423,,8062254423.0,1497410000.0,6564844423.0
- Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,- Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,- Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,2.778.040.008,1.230.400.000,-,4.008.440.008,2778040008.0,1230400000.0,,4008440008.0
- Công ty CP BOT và BT Đức Long Đắk Nông,- Công ty CP BOT và BT Đức Long Đắk Nông,- Công ty CP BOT và BT Đức Long Đắk Nông,27.667.523.624,5.419.175.000,634.657.132,32.452.041.492,27667523624.0,5419175000.0,634657132.0,32452041492.0
- Công ty CP BOT và BT Đức Long Gia Lai,- Công ty CP BOT và BT Đức Long Gia Lai,- Công ty CP BOT và BT Đức Long Gia Lai,24.279.462.370,-,4.222.435.000,20.057.027.370,24279462370.0,,4222435000.0,20057027370.0
- Công ty CP Năng lượng Tân Thượng,- Công ty CP Năng lượng Tân Thượng,- Công ty CP Năng lượng Tân Thượng,12.600.300.000,-,12.600.300.000,-,12600300000.0,,12600300000.0,
- Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai,- Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai,- Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai,23.106.997.780,2.375.172.596,6.329.536.010,19.152.634.366,23106997780.0,2375172596.0,6329536010.0,19152634366.0
Các khoản mượn bằng tiền,Các khoản mượn bằng tiền,Các khoản mượn bằng tiền,18.640.000.000,80.150.000.000,97.140.000.000,1.650.000.000,18640000000.0,80150000000.0,97140000000.0,1650000000.0
- Phan Đình Trung,- Phan Đình Trung,- Phan Đình Trung,18.640.000.000,75.500.000.000,94.140.000.000,-,18640000000.0,75500000000.0,94140000000.0,
- Công ty TNHH Nông nghiệp Đức Long Gia Lai,- Công ty TNHH Nông nghiệp Đức Long Gia Lai,- Công ty TNHH Nông nghiệp Đức Long Gia Lai,-,3.000.000.000,3.000.000.000,-,,3000000000.0,3000000000.0,
- Công ty TNHH MTV Nông Trại Cao,- Công ty TNHH MTV Nông Trại Cao,- Công ty TNHH MTV Nông Trại Cao,-,1.650.000.000,-,1.650.000.000,,1650000000.0,,1650000000.0
Nguyên Quảng Phú 1 Vay dài hạn đến hạn trả,Nguyên Quảng Phú 1 Vay dài hạn đến hạn trả,Nguyên Quảng Phú 1 Vay dài hạn đến hạn trả,332.590.528.853,33.476.102.000,353.807.524,365.712.823.329,332590528853.0,33476102000.0,353807524.0,365712823329.0
- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,25.500.000.000,17.000.000.000,-,42.500.000.000,25500000000.0,17000000000.0,,42500000000.0
- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,88.189.858.000,6.000.000.000,-,94.189.858.000,88189858000.0,6000000000.0,,94189858000.0
- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,20.253.797.200,10.476.102.000,-,30.729.899.200,20253797200.0,10476102000.0,,30729899200.0
- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP HCM,198.293.066.129,-,-,198.293.066.129,198293066129.0,,,198293066129.0
- Ngân hàng TMCP Quốc Dân - Sở giao dịch,- Ngân hàng TMCP Quốc Dân - Sở giao dịch,- Ngân hàng TMCP Quốc Dân - Sở giao dịch,353.807.524,-,353.807.524,-,353807524.0,,353807524.0,
Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,378.374.500.000,8.000.000.000,611.364.000,385.763.136.000,378374500000.0,8000000000.0,611364000.0,385763136000.0
Cộng,Cộng,Cộng,1.089.346.852.035,138.713.104.019,193.839.133.536,1.034.220.822.518,1089346852035.0,138713104019.0,193839133536.0,1034220822518.0
