row_label_raw,row_label_full,col_0,Số đầu kỳ,Số phải nộp trong kỳ,Số thực nộp trong kỳ,Số cuối kỳ,numeric__Số đầu kỳ,numeric__Số phải nộp trong kỳ,numeric__Số thực nộp trong kỳ,numeric__Số cuối kỳ
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,6.157.883.273,(289.880.880),2.748.398.408,3.119.603.985,6157883273.0,-289880880.0,2748398408.0,3119603985.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,16.836.759.339,-,50.000.000,16.786.759.339,16836759339.0,,50000000.0,16786759339.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,70.985.412,37.844.241,105.902.862,2.926.791,70985412.0,37844241.0,105902862.0,2926791.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,44.125.620,11.263.560,53.531.940,1.857.240,44125620.0,11263560.0,53531940.0,1857240.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",2.697.558.495,2.562.443.834,1.719.352.946,3.540.649.383,2697558495.0,2562443834.0,1719352946.0,3540649383.0
"Các loại thuế, phí khác","Các loại thuế, phí khác","Các loại thuế, phí khác",2.848.567.291,2.127.308.784,15.412.162,4.960.463.913,2848567291.0,2127308784.0,15412162.0,4960463913.0
Cộng,Cộng,Cộng,28.655.879.430,4.448.979.539,4.692.598.318,28.412.260.651,28655879430.0,4448979539.0,4692598318.0,28412260651.0
