row_label_raw,row_label_full,col_0,31/12/2020 > Giá gốc trái phiếu,31/12/2020 > Tổng chi phí phát hành,31/12/2020 > Chi phí phát hành phân bổ lũy kế,31/12/2020 > Giảm trong kỳ,31/12/2020 > Giá trị trái phiếu cuối kỳ Lãi suất,numeric__31/12/2020 > Giá gốc trái phiếu,numeric__31/12/2020 > Tổng chi phí phát hành,numeric__31/12/2020 > Chi phí phát hành phân bổ lũy kế,numeric__31/12/2020 > Giảm trong kỳ,numeric__31/12/2020 > Giá trị trái phiếu cuối kỳ Lãi suất
Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,,,,,
- Trái phiếu kỳ hạn 5 năm,Loại phát hành theo mệnh giá > - Trái phiếu kỳ hạn 5 năm,- Trái phiếu kỳ hạn 5 năm,366.000.000.000,6.518.829.294,6.518.829.294,-,366.000.000.000 11% kỳ đầu và thả nổi từ kỳ thứ 2,366000000000.0,6518829294.0,6518829294.0,,
- Trái phiếu kỳ hạn 5 năm,Loại phát hành theo mệnh giá > - Trái phiếu kỳ hạn 5 năm,- Trái phiếu kỳ hạn 5 năm,134.000.000.000,2.593.300.000,1.558.436.679,611.364.000,132.353.772.679 10% kỳ đầu và thả nổi từ kỳ thứ 2,134000000000.0,2593300000.0,1558436679.0,611364000.0,
- Trái phiếu phải trả do không chuyển đổi,Loại phát hành theo mệnh giá > - Trái phiếu phải trả do không chuyển đổi,- Trái phiếu phải trả do không chuyển đổi,374.500.000,-,-,-,374.500.000 13%/năm,374500000.0,,,,
Cộng,Loại phát hành theo mệnh giá > Cộng,Cộng,500.374.500.000,9.112.129.294,8.077.265.973,611.364.000,498.728.272.679,500374500000.0,9112129294.0,8077265973.0,611364000.0,498728272679.0
