row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2020 VND,01/01/2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__01/01/2020 VND
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,1.183.696.336.593,2.223.884.634.427,100.0,,1183696336593.0,2223884634427.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,5.609.663.982,13.534.697.168,110.0,,5609663982.0,13534697168.0
1. Tiền,1. Tiền,1. Tiền,111,5,5.609.663.982,13.534.697.168,111.0,5.0,5609663982.0,13534697168.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,-,112.0,,,
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,-,245.807.632.154,120.0,,,245807632154.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,-,264.000.000.000,121.0,,,264000000000.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,-,(18.192.367.846),122.0,,,-18192367846.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,965.900.160.861,1.748.204.472.673,130.0,,965900160861.0,1748204472673.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,454.532.545.517,386.148.763.022,131.0,6.0,454532545517.0,386148763022.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,71.698.141.279,214.103.925.897,132.0,7.0,71698141279.0,214103925897.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,8a,550.380.286.643,1.051.377.741.994,135.0,,550380286643.0,1051377741994.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,9a,227.476.773.114,186.441.101.604,136.0,,227476773114.0,186441101604.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,10,(338.187.585.692),(89.867.059.844),137.0,10.0,-338187585692.0,-89867059844.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,212.186.511.750,216.337.832.432,140.0,11.0,212186511750.0,216337832432.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,212.186.511.750,217.088.197.279,141.0,,212186511750.0,217088197279.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,-,(750.364.847),149.0,,,-750364847.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,-,-,150.0,,,
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,3.090.266.232.291,3.131.646.048.661,200.0,,3090266232291.0,3131646048661.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.366.598.479.996,991.197.573.782,210.0,,1366598479996.0,991197573782.0
1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,215,8b,1.365.329.809.996,989.928.903.782,215.0,,1365329809996.0,989928903782.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,9b,1.268.670.000,1.268.670.000,216.0,,1268670000.0,1268670000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,374.698.249.135,437.672.799.781,220.0,,374698249135.0,437672799781.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,374.684.774.204,437.650.561.418,221.0,12.0,374684774204.0,437650561418.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,452.802.364.135,498.079.753.551,222.0,,452802364135.0,498079753551.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(78.117.589.931),(60.429.192.133),223.0,,-78117589931.0,-60429192133.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,13.474.931,22.238.363,227.0,13.0,13474931.0,22238363.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,399.336.795,317.684.000,228.0,,399336795.0,317684000.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(385.861.864),(295.445.637),229.0,,-385861864.0,-295445637.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,14,122.267.356.873,194.310.910.615,230.0,14.0,122267356873.0,194310910615.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,167.002.111.806,233.722.529.779,231.0,,167002111806.0,233722529779.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(44.734.754.933),(39.411.619.164),232.0,,-44734754933.0,-39411619164.0
