row_label_raw,row_label_full,col_0,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
Doanh thu cho thuê tài sản,Doanh thu cho thuê tài sản,Doanh thu cho thuê tài sản,7.601.347.196,7.054.563.103,7601347196.0,7054563103.0
Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,1.636.363.636,1.636.363.636,1636363636.0,1636363636.0
Công ty CP BOT & BT Đức Long Đắk Nông,Công ty CP BOT & BT Đức Long Đắk Nông,Công ty CP BOT & BT Đức Long Đắk Nông,1.090.909.092,1.090.909.091,1090909092.0,1090909091.0
Công ty CP Bến xe Liên tỉnh Phía Nam Thành phố Đà Nẵng,Công ty CP Bến xe Liên tỉnh Phía Nam Thành phố Đà Nẵng,Công ty CP Bến xe Liên tỉnh Phía Nam Thành phố Đà Nẵng,100.000.000,100.000.000,100000000.0,100000000.0
Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,1.536.000.000,1.536.000.000,1536000000.0,1536000000.0
Công ty CP DV CTCC Đức Long Bảo Lộc,Công ty CP DV CTCC Đức Long Bảo Lộc,Công ty CP DV CTCC Đức Long Bảo Lộc,2.147.165.376,2.691.290.376,2147165376.0,2691290376.0
Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,1.090.909.092,-,1090909092.0,
,,,4.315.112.999,20.288.491.819,4315112999.0,20288491819.0
Doanh thu xây lắp,Doanh thu xây lắp,Doanh thu xây lắp,Doanh thu xây lắp,Doanh thu xây lắp,,
Công ty Cổ phần Năng lượng Tân Thượng,Doanh thu xây lắp > Công ty Cổ phần Năng lượng Tân Thượng,Công ty Cổ phần Năng lượng Tân Thượng,-,20.288.491.819,,20288491819.0
Công ty TNHH Đức Long Dung Quất,Doanh thu xây lắp > Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,4.315.112.999,-,4315112999.0,
Công ty CP Đầu tư và Phát triển Điện Năng ĐLGL,Doanh thu xây lắp > Công ty CP Đầu tư và Phát triển Điện Năng ĐLGL,Công ty CP Đầu tư và Phát triển Điện Năng ĐLGL,5.041.773.636,-,5041773636.0,
"Doanh thu bán thành phẩm, hàng hóa","Doanh thu xây lắp > Doanh thu bán thành phẩm, hàng hóa","Doanh thu bán thành phẩm, hàng hóa",19.924.600.000,-,19924600000.0,
Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Doanh thu xây lắp > Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,19.924.600.000,-,19924600000.0,
Cộng,Doanh thu xây lắp > Cộng,Cộng,36.882.833.831,27.343.054.922,36882833831.0,27343054922.0
