row_label_raw,row_label_full,Nam nay,Nam trucc,numeric__Nam trucc
VND,VND,VND,VND,
13.104.161.583.890,VND > 13.104.161.583.890,13.104.161.583.890,11.648.725.072.020,11648725072020.0
448.079.221.512,448.079.221.512,448.079.221.512,\( ^{a} \) 400.108.980.704,
3.131.183.896.607,448.079.221.512 > 3.131.183.896.607,3.131.183.896.607,3.136.122.481.928,3136122481928.0
1.750.650.204.074,448.079.221.512 > 1.750.650.204.074,1.750.650.204.074,1.419.094.663.146,1419094663146.0
197.61.399.755,448.079.221.512 > 197.61.399.755,197.61.399.755,208.279.903.125,208279903125.0
18.631.536.305.838,448.079.221.512 > 18.631.536.305.838,18.631.536.305.838,16.812.331.100.923,16812331100923.0
