row_label_raw,row_label_full,Chỉ tiêu,Số đầu năm > Giá trịVND,Số đầu năm > Số có khả năngtrả ndVND,Phát sinh trong năm > TăngVND,Phát sinh trong năm > GiảmVND,Số cuối năm > Giá trịVND,Số cuối năm > Số có khả năngtrả ndVND,numeric__Số đầu năm > Giá trịVND,numeric__Số đầu năm > Số có khả năngtrả ndVND,numeric__Phát sinh trong năm > TăngVND,numeric__Phát sinh trong năm > GiảmVND,numeric__Số cuối năm > Giá trịVND,numeric__Số cuối năm > Số có khả năngtrả ndVND
Vay đại hạn,Vay đại hạn,Vay đại hạn,19.759.407.563.705,19.759.407.563.705,-,4.097.621.263.316,15.661.786.300.389,15.661.786.300.389,19759407563705.0,19759407563705.0,,4097621263316.0,15661786300389.0,15661786300389.0
,,,19.759.407.563.705,19.759.407.563.705,-,4.097.621.263.316,15.661.786.300.389,15.661.786.300.389,19759407563705.0,19759407563705.0,,4097621263316.0,15661786300389.0,15661786300389.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,
Vay đại hạn đến hạn trả,Trong đó: > Vay đại hạn đến hạn trả,Vay đại hạn đến hạn trả,4.066.195.798.606,4.066.195.798.606,,,4.056.955.004.030,4.056.955.004.030,4066195798606.0,4066195798606.0,,,4056955004030.0,4056955004030.0
Vay đại hạn,Trong đó: > Vay đại hạn,Vay đại hạn,15.693.211.765.099,15.693.211.765.099,,,11.604.831.296.359,11.604.831.296.359,15693211765099.0,15693211765099.0,,,11604831296359.0,11604831296359.0
