row_label_raw,row_label_full,Nam may,Nam truvc,numeric__Nam truvc
VND,VND,VND,VND,
87.181.231.293,VND > 87.181.231.293,87.181.231.293,95.254.305.003,95254305003.0
841.833.497,841.833.497,841.833.497,-,
88.023.064.790,841.833.497 > 88.023.064.790,88.023.064.790,95.254.305.003,95254305003.0
