row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,,,7.320.268.842.818,9.832.498.658.881,,,,7320268842818.0,9832498658881.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,1.839.963.319.191,2.927.021.644.436,,110.0,4.0,1839963319191.0,2927021644436.0
I.,I.,I.,1. Tiền,111,,339.963.319.191,227.021.644.436,,111.0,,339963319191.0,227021644436.0
I.,I.,I.,2. Các khoản tương đương tiền,112,,1.500.000.000.000,2.700.000.000.000,,112.0,,1500000000000.0,2700000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,50.000.000.000,50.000.000.000,,120.0,5.0,50000000000.0,50000000000.0
II.,II.,II.,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,50.000.000.000,50.000.000.000,,123.0,,50000000000.0,50000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,4.519.402.441.069,6.231.715.941.336,,130.0,,4519402441069.0,6231715941336.0
III.,III.,III.,1. Phải thu ngắn hạn của khách hàng,131,6,4.163.360.255.234,5.717.849.883.171,,131.0,6.0,4163360255234.0,5717849883171.0
III.,III.,III.,2. Trà trước cho người bán ngắn hạn,132,7,42.794.010.951,142.396.919.474,,132.0,7.0,42794010951.0,142396919474.0
III.,III.,III.,3. Phải thu ngắn hạn khác,136,8,322.153.779.106,383.566.269.547,,136.0,8.0,322153779106.0,383566269547.0
III.,III.,III.,4. Dự phòng phải thu ngắn hạn khó đòi,137,,(8.905.604.222),(12.097.130.856),,137.0,,-8905604222.0,-12097130856.0
IV.,IV.,IV.,Hàng tôn kho,140,,727.938.971.185,551.205.478.953,,140.0,,727938971185.0,551205478953.0
IV.,IV.,IV.,1. Hàng tồn kho,141,10,727.938.971.185,551.205.478.953,,141.0,10.0,727938971185.0,551205478953.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,182.964.111.373,72.555.594.156,,150.0,,182964111373.0,72555594156.0
V.,V.,V.,1. Chi phí trả trước ngắn hạn,151,11,1.429.792.267,10.192.809.196,,151.0,11.0,1429792267.0,10192809196.0
V.,V.,V.,2. Thuế giá trị gia tăng được khấu trừ,152,,146.748.270.424,62.359.784.960,,152.0,,146748270424.0,62359784960.0
V.,V.,V.,3. Thuế và các khoản khác phải thu Nhà nước,153,17,34.786.048.682,3.000.000,,153.0,17.0,34786048682.0,3000000.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,35.467.517.784.376,38.757.084.725.424,,200.0,,35467517784376.0,38757084725424.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,220.303.000,220.000.000,,210.0,,220303000.0,220000000.0
I.,I.,I.,1. Phải thu dài hạn khác,216,8,220.303.000,220.000.000,,216.0,8.0,220303000.0,220000000.0
II.,II.,II.,Tài sản cố định,220,,28.767.302.163.094,31.843.548.115.380,,220.0,,28767302163094.0,31843548115380.0
II.,II.,II.,1. Tài sản cố định hữu hình,221,12,28.754.267.231.190,31.829.496.563.407,,221.0,12.0,28754267231190.0,31829496563407.0
II.,II.,II.,- Nguyên giá,222,,46.925.680.122.145,46.874.026.692.054,,222.0,,46925680122145.0,46874026692054.0
II.,II.,II.,- Giá trị hao mòn lũy kế,223,,(18.171.412.890.955),(15.044.530.128.647),,223.0,,-18171412890955.0,-15044530128647.0
II.,II.,II.,2. Tài sản cố định vô hình,227,13,13.034.931.904,14.051.551.973,,227.0,13.0,13034931904.0,14051551973.0
II.,II.,II.,- Nguyên giá,228,,36.871.649.706,33.587.135.476,,228.0,,36871649706.0,33587135476.0
II.,II.,II.,- Giá trị hao mòn lũy kế,229,,(23.836.717.802),(19.535.583.503),,229.0,,-23836717802.0,-19535583503.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,167.971.405.690,178.320.760.949,,240.0,,167971405690.0,178320760949.0
III.,III.,III.,1. Chi phí xây dựng cơ bản dở dang,242,14,167.971.405.690,178.320.760.949,,242.0,14.0,167971405690.0,178320760949.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,5.680.583.747.529,5.650.456.740.209,,250.0,5.0,5680583747529.0,5650456740209.0
IV.,IV.,IV.,1. Đầu tư vào công ty con,251,,4.906.023.182.097,4.906.023.182.097,,251.0,,4906023182097.0,4906023182097.0
IV.,IV.,IV.,2. Đầu tư vào công ty liên kết,252,,392.311.034.926,392.311.034.926,,252.0,,392311034926.0,392311034926.0
IV.,IV.,IV.,3. Đầu tư góp vốn vào đơn vị khác,253,,437.209.777.544,437.209.777.544,,253.0,,437209777544.0,437209777544.0
IV.,IV.,IV.,4. Dự phòng đầu tư tài chính dài hạn,254,,(54.960.247.038),(85.087.254.358),,254.0,,-54960247038.0,-85087254358.0
V.,V.,V.,Tài sản dài hạn khác,260,,851.440.165.063,1.084.539.108.886,,260.0,,851440165063.0,1084539108886.0
V.,V.,V.,1. Chi phí trả trước dài hạn,261,11,191.574.008.787,195.222.638.379,,261.0,11.0,191574008787.0,195222638379.0
V.,V.,V.,"2. Thiết bị, vật tư, phụ tùng thay thể dài hạn",263,15,659.866.156.276,889.316.470.507,,263.0,15.0,659866156276.0,889316470507.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,42.787.786.627.194,48.589.583.384.305,,270.0,,42787786627194.0,48589583384305.0
