row_label_raw,row_label_full,col_0,Nam may,Nam truoc,numeric__Nam may,numeric__Nam truoc
Down the ban digen,Down the ban digen,Down the ban digen,VND,VND,,
Down the cung cap dich vu,Down the cung cap dich vu,Down the cung cap dich vu,"20,900,201,729,811","18,209,781,492,115",,
Trong do:,Trong do:,Trong do:,"20,905,815,985,979","18,247,993,589,135",,
Down the vol cac ben lien guan (duvc tinh bay tai Thuyet minh sg 32),Down the vol cac ben lien guan (duvc tinh bay tai Thuyet minh sg 32),Down the vol cac ben lien guan (duvc tinh bay tai Thuyet minh sg 32),"188,507,228,245","180,584,353,374",,
