row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
Titan gut nghan han,Titan gut nghan han,Titan gut nghan han,922.736.869,1.029.725.031.584,922736869.0,1029725031584.0
Nghan hang Thuding mal cd Phan Dal Chung Viet Nam,Nghan hang Thuding mal cd Phan Dal Chung Viet Nam,Nghan hang Thuding mal cd Phan Dal Chung Viet Nam,922.736.869,1.029.725.031.584,922736869.0,1029725031584.0
Phali thu Khaeh hang,Phali thu Khaeh hang,Phali thu Khaeh hang,34.469.385.801,33.260.019.946,34469385801.0,33260019946.0
Cheng y cd Phan Dianng Dnghe Dau khi,Cheng y cd Phan Dianng Dnghe Dau khi,Cheng y cd Phan Dianng Dnghe Dau khi,493.224.250,-,493224250.0,
Truding cao danng Naghe Dau khi,Truding cao danng Naghe Dau khi,Truding cao danng Naghe Dau khi,452.300.000,-,452300000.0,
Cheng y cd Phan Diany ky khy tauut Diany Itc Dau khi Viet Nam,Cheng y cd Phan Diany ky khy tauut Diany Itc Dau khi Viet Nam,Cheng y cd Phan Diany ky khy tauut Diany Itc Dau khi Viet Nam,202.413.648,28.443.671,202413648.0,28443671.0
Cheng y cd Phan Diany ky khy tauut Diany Itc Dau khi Viet Nam,Cheng y cd Phan Diany ky khy tauut Diany Itc Dau khi Viet Nam,Cheng y cd Phan Diany ky khy tauut Diany Itc Dau khi Viet Nam,67.071.200,-,67071200.0,
Cheng y van chuwen khi Dzing Nam Bq,Cheng y van chuwen khi Dzing Nam Bq,Cheng y van chuwen khi Dzing Nam Bq,63.345.450,-,63345450.0,
Cheng y cd Phan Diany Itc Dau khi Nthon Trafch 2,Cheng y cd Phan Diany Itc Dau khi Nthon Trafch 2,Cheng y cd Phan Diany Itc Dau khi Nthon Trafch 2,63.345.450,-,63345450.0,
Cing ty Van chuwen khi Dzing Nam Bq,Cing ty Van chuwen khi Dzing Nam Bq,Cing ty Van chuwen khi Dzing Nam Bq,12.675.000,-,12675000.0,
Trid trudec cho nnguti ban,Trid trudec cho nnguti ban,Trid trudec cho nnguti ban,5.761.757.669,96.276.316.991,5761757669.0,96276316991.0
Ting Chng ty Dung dich khoan ya Hea pham Dau khi - CTCP,Ting Chng ty Dung dich khoan ya Hea pham Dau khi - CTCP,Ting Chng ty Dung dich khoan ya Hea pham Dau khi - CTCP,4.657.796.329,-,4657796329.0,
Cheng y cd Phan Diany ky tauut Diany Itc Dau khi Viet Nam,Cheng y cd Phan Diany ky tauut Diany Itc Dau khi Viet Nam,Cheng y cd Phan Diany ky tauut Diany Itc Dau khi Viet Nam,453.812.038,95.642.191.891,453812038.0,95642191891.0
Vihan Ddu khi Viet Nam,Vihan Ddu khi Viet Nam,Vihan Ddu khi Viet Nam,263.000.000,-,263000000.0,
Cheng y cd Phan Ching khoan Dau khi,Cheng y cd Phan Ching khoan Dau khi,Cheng y cd Phan Ching khoan Dau khi,241.120.000,241.120.000,241120000.0,241120000.0
Cheng ty TNHH MTW khem dimh Ky tauut Ay tanan Dau khi Viet Nam,Cheng ty TNHH MTW khem dimh Ky tauut Ay tanan Dau khi Viet Nam,Cheng ty TNHH MTW khem dimh Ky tauut Ay tanan Dau khi Viet Nam,146.029.302,113.005.000,146029302.0,113005000.0
Tong Chng ty Bao duang - Sula china Ching trimh Dau khi,Tong Chng ty Bao duang - Sula china Ching trimh Dau khi,Tong Chng ty Bao duang - Sula china Ching trimh Dau khi,-,280.000.000,,280000000.0
Phali thu khaec,Phali thu khaec,Phali thu khaec,263.271.375.151,350.076.270.188,263271375151.0,350076270188.0
Tabd doan Dau khi Viet Nam,Tabd doan Dau khi Viet Nam,Tabd doan Dau khi Viet Nam,219.277.902.566,218.833.494.207,219277902566.0,218833494207.0
Ban Quan jy Duy an Dianjin Itc Dau khi Vwng Angg - Quang Trach,Ban Quan jy Duy an Dianjin Itc Dau khi Vwng Angg - Quang Trach,Ban Quan jy Duy an Dianjin Itc Dau khi Vwng Angg - Quang Trach,43.993.472.583,43.993.472.583,43993472583.0,43993472583.0
Cheng y cd Phan Dianj Itc Dau khi Nthon Trafch 2,Cheng y cd Phan Dianj Itc Dau khi Nthon Trafch 2,Cheng y cd Phan Dianj Itc Dau khi Nthon Trafch 2,-,85.463.040.000,,85463040000.0
Cheng ty cd Phan Dianj Itc Dau khi Vwng Angg,Cheng ty cd Phan Dianj Itc Dau khi Vwng Angg,Cheng ty cd Phan Dianj Itc Dau khi Vwng Angg,-,248.012.820,,248012820.0
