row_label_raw,row_label_full,Nam ney,Nam trufc,numeric__Nam trufc
VND,VND,VND,VND,
103.984.789.816,VND > 103.984.789.816,103.984.789.816,180.819.792.501,180819792501.0
463.698.272.422,VND > 463.698.272.422,463.698.272.422,575.339.832.000,575339832000.0
136.775.091.345,VND > 136.775.091.345,136.775.091.345,30.295.235.553,30295235553.0
704.458.153.583,VND > 704.458.153.583,704.458.153.583,786.454.860.054,786454860054.0
