row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay > VND,Năm trước > VND,numeric__Mã số,numeric__Năm nay > VND,numeric__Năm trước > VND
III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
1. Tiền thu từ đi vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ đi vay,1. Tiền thu từ đi vay,33,-,2.921.365.401.671,33.0,,2921365401671.0
2. Tiền trả nợ gốc vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền trả nợ gốc vay,2. Tiền trả nợ gốc vay,34,(4.066.195.798.719),(4.513.359.036.799),34.0,-4066195798719.0,-4513359036799.0
"3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(1.563.073.962.831),(429.673.679.616),36.0,-1563073962831.0,-429673679616.0
Lưu chuyển tiên thuần từ hoạt động tài chính,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiên thuần từ hoạt động tài chính,Lưu chuyển tiên thuần từ hoạt động tài chính,40,(5.629.269.761.550),(2.021.667.314.744),40.0,-5629269761550.0,-2021667314744.0
Lưu chuyển tiên thuần trong năm (50=20+30+40),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiên thuần trong năm (50=20+30+40),Lưu chuyển tiên thuần trong năm (50=20+30+40),50,(1.087.060.737.469),(1.431.123.207.430),50.0,-1087060737469.0,-1431123207430.0
Tiền và tương đương tiên đầu năm,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiên đầu năm,Tiền và tương đương tiên đầu năm,60,2.927.021.644.436,4.358.144.851.866,60.0,2927021644436.0,4358144851866.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,61,2.412.224,-,61.0,2412224.0,
Tiền và tương đương tiên cuối năm (70=50+60+61),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiên cuối năm (70=50+60+61),Tiền và tương đương tiên cuối năm (70=50+60+61),70,1.839.963.319.191,2.927.021.644.436,70.0,1839963319191.0,2927021644436.0
