row_label_raw,row_label_full,col_0,Gila trif con phal bao 1ang tai ngay 31 thang 12 nam 2017,numeric__Gila trif con phal bao 1ang tai ngay 31 thang 12 nam 2017
VND,VND,VND,,
Chong ty C6 phan Thuy dian Hua Na,VND > Chong ty C6 phan Thuy dian Hua Na,Chong ty C6 phan Thuy dian Hua Na,621.167.494.122,621167494122.0
Chong ty C6 phan Dian Ivc dau khi bac kan,VND > Chong ty C6 phan Dian Ivc dau khi bac kan,Chong ty C6 phan Dian Ivc dau khi bac kan,16.245.978.957,16245978957.0
