row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,,,,
Công ty Cổ phần Thủy điện Hòa Na,b1) Đầu tư vào công ty con > Công ty Cổ phần Thủy điện Hòa Na,Công ty Cổ phần Thủy điện Hòa Na,1.898.727.600.000,9.242.324.848,1.898.727.600.000,17.195.373.277,1898727600000.0,9242324848.0,1898727600000.0,17195373277.0
Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,b1) Đầu tư vào công ty con > Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,1.692.234.311.397,-,1.692.234.311.397,-,1692234311397.0,,1692234311397.0,
Công ty Cổ phần Thủy điện Dakdrink,b1) Đầu tư vào công ty con > Công ty Cổ phần Thủy điện Dakdrink,Công ty Cổ phần Thủy điện Dakdrink,967.876.000.000,-,967.876.000.000,-,967876000000.0,,967876000000.0,
Công ty Cổ phần Máy - Thiết bị Dầu khí,b1) Đầu tư vào công ty con > Công ty Cổ phần Máy - Thiết bị Dầu khí,Công ty Cổ phần Máy - Thiết bị Dầu khí,189.249.270.700,-,189.249.270.700,-,189249270700.0,,189249270700.0,
Công ty Cổ phần Điện lực Dầu khí Bắc Kạn,b1) Đầu tư vào công ty con > Công ty Cổ phần Điện lực Dầu khí Bắc Kạn,Công ty Cổ phần Điện lực Dầu khí Bắc Kạn,81.436.000.000,-,81.436.000.000,-,81436000000.0,,81436000000.0,
Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,b1) Đầu tư vào công ty con > Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,76.500.000.000,-,76.500.000.000,-,76500000000.0,,76500000000.0,
,,,4.906.023.182.097,9.242.324.848,4.906.023.182.097,17.195.373.277,4906023182097.0,9242324848.0,4906023182097.0,17195373277.0
b2) Đầu tư vào công ty liên kết,b2) Đầu tư vào công ty liên kết,b2) Đầu tư vào công ty liên kết,b2) Đầu tư vào công ty liên kết,b2) Đầu tư vào công ty liên kết,b2) Đầu tư vào công ty liên kết,b2) Đầu tư vào công ty liên kết,,,,
Công ty Cổ phần Thủy điện Nậm Chiễn,b2) Đầu tư vào công ty liên kết > Công ty Cổ phần Thủy điện Nậm Chiễn,Công ty Cổ phần Thủy điện Nậm Chiễn,302.295.301.000,-,302.295.301.000,16.080.556.743,302295301000.0,,302295301000.0,16080556743.0
Công ty Cổ phần Thủy điện Sống Vắng,b2) Đầu tư vào công ty liên kết > Công ty Cổ phần Thủy điện Sống Vắng,Công ty Cổ phần Thủy điện Sống Vắng,57.128.233.926,25.423.097.390,57.128.233.926,30.006.338.751,57128233926.0,25423097390.0,57128233926.0,30006338751.0
Công ty Cổ phần Năng lượng Sống Hồng,b2) Đầu tư vào công ty liên kết > Công ty Cổ phần Năng lượng Sống Hồng,Công ty Cổ phần Năng lượng Sống Hồng,32.887.500.000,-,32.887.500.000,1.510.160.787,32887500000.0,,32887500000.0,1510160787.0
,,,392.311.034.926,25.423.097.390,392.311.034.926,47.597.056.281,392311034926.0,25423097390.0,392311034926.0,47597056281.0
