row_label_raw,row_label_full,col_0,YND,VND,numeric__YND,numeric__VND
Nam nay,Nam nay,Nam nay,188.507.228.245,180.584.353.374,188507228245.0,180584353374.0
Bang cy phan Phan bdn Ddu kkt ca Mau,Bang cy phan Phan bdn Ddu kkt ca Mau,Bang cy phan Phan bdn Ddu kkt ca Mau,169.284.020.250,157.172.670.834,169284020250.0,157172670834.0
Bang cy cf phan Dkln lke Ddu kkt Naimi Trach 2,Bang cy cf phan Dkln lke Ddu kkt Naimi Trach 2,Bang cy cf phan Dkln lke Ddu kkt Naimi Trach 2,15.471.701.247,121.673.105,15471701247.0,121673105.0
Bang cy cf phan Dkln yk yukut dkin lke Ddu kkt Viret Nam,Bang cy cf phan Dkln yk yukut dkin lke Ddu kkt Viret Nam,Bang cy cf phan Dkln yk yukut dkin lke Ddu kkt Viret Nam,1.080.992.283,128.871.133,1080992283.0,128871133.0
Trung cao danng Ngehe Ddu kkt,Trung cao danng Ngehe Ddu kkt,Trung cao danng Ngehe Ddu kkt,452.300.000,-,452300000.0,
Tang Corng ty kkt Viret Nam - Cngy ty Cb phan,Tang Corng ty kkt Viret Nam - Cngy ty Cb phan,Tang Corng ty kkt Viret Nam - Cngy ty Cb phan,616.398.309,-,616398309.0,
Ban quan ly Duy an dkin lke Ddu kkt Vwng Ang - Qing Trafch,Ban quan ly Duy an dkin lke Ddu kkt Vwng Ang - Qing Trafch,Ban quan ly Duy an dkin lke Ddu kkt Vwng Ang - Qing Trafch,-,7.129.318.451,,7129318451.0
Tarp donan Ddu kkt Viret Nam,Tarp donan Ddu kkt Viret Nam,Tarp donan Ddu kkt Viret Nam,-,15.773.109.632,,15773109632.0
Mua hang,Mua hang,Mua hang,10.281.515.640.886,11.824.434.001.829,10281515640886.0,11824434001829.0
Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,5.950.108.466.244,5.995.464.216.714,5950108466244.0,5995464216714.0
Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,2.683.425.252.146,4.48.404.399.250,2683425252146.0,448404399250.0
Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,1.306.237.268.854,832.158.596.595,1306237268854.0,832158596595.0
Wien Ddu kkt Viret Nam,Wien Ddu kkt Viret Nam,Wien Ddu kkt Viret Nam,154.090.460.195,60.545.418.667,154090460195.0,60545418667.0
Cheng ty cdo phan May - Thieti di Ddu kkt,Cheng ty cdo phan May - Thieti di Ddu kkt,Cheng ty cdo phan May - Thieti di Ddu kkt,62.683.458.759,26.071.580.258,62683458759.0,26071580258.0
Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,Cheng ty cdo phan xiang duu Ddu kkt Vwng Ang,55.821.655.854,56.550.309.177,55821655854.0,56550309177.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Wien Ddu kkt Viret Nam,Wien Ddu kkt Viret Nam,Wien Ddu kkt Viret Nam,1.7.575.126.593,13.370.775.011,17575126593.0,13370775011.0
Cheng ty cdo phan quan lya khai thatc Tai san Ddu kkt,Cheng ty cdo phan quan lya khai thatc Tai san Ddu kkt,Cheng ty cdo phan quan lya khai thatc Tai san Ddu kkt,5.869.079.788,4.896.720.233,5869079788.0,4896720233.0
