row_label_raw,row_label_full,Nam nay,Nam trugec,numeric__Nam trugec
VND,VND,VND,VND,
905.354.010.329(30.127.007.320),VND > 905.354.010.329(30.127.007.320),905.354.010.329(30.127.007.320),837.497.570.37713.038.295.54774.523.372.1992.080.565.8451.052.691.974655.390.0001.172.844.9983.833.069.729207.773.066.762,8.374975703771303e+94
945.790.525.558,VND > 945.790.525.558,945.790.525.558,1.135.965.663.704,1135965663704.0
