row_label_raw,row_label_full,STT,Chi tiết chi phí thuế TNDN,Năm nay,Năm trước,numeric__Chi tiết chi phí thuế TNDN,numeric__Năm nay,numeric__Năm trước
1,1,1,Chi phí thuế thu nhập CTCK hiện hành,,,,,
1.1,1 > 1.1,1.1,- Chi phí thuế thu nhập CTCK tính trên thu nhập chịu thuế năm hiện hành,97.027.049.804,122.875.182.941,,97027049804.0,122875182941.0
1.2,1 > 1.2,1.2,- Điều chỉnh chi phí Thuế thu nhập CTCK của các năm trước vào chi phí Thuế thu nhập hiện hành năm nay,,429.785.050,,,429785050.0
1.3,1 > 1.3,1.3,- Tổng chi phí thuế thu nhập CTCK hiện hành,97.027.049.804,123.304.967.991,,97027049804.0,123304967991.0
2,2,2,Chi phí thuế thu nhập CTCK hoãn lại,,,,,
