row_label_raw,row_label_full,A.7.32. Tỉnh hình phân phối thu nhập cho cổ đông hoặc các thành viên góp vốn > 1. Lãi đã thực hiện chưa phân phối năm trước > 2. Lỗ chưa thực hiện tính đến cuối năm > 3. Lãi đã thực hiện năm nay,Năm 2023 > 1.094.260.034.139 > 413.011.598.016,Năm 2022 > 828.650.159.011 > 514.815.998.173,numeric__Năm 2023 > 1.094.260.034.139 > 413.011.598.016,numeric__Năm 2022 > 828.650.159.011 > 514.815.998.173
4. Cơ sở lợi nhuận phân phối cho cổ đông hoặc các thành viên góp vốn (4)=(1+2+3),4. Cơ sở lợi nhuận phân phối cho cổ đông hoặc các thành viên góp vốn (4)=(1+2+3),4. Cơ sở lợi nhuận phân phối cho cổ đông hoặc các thành viên góp vốn (4)=(1+2+3),1.507.271.632.155,1.343.466.157.184,1507271632155.0,1343466157184.0
5. Số trích các quỹ từ lợi nhuận,5. Số trích các quỹ từ lợi nhuận,5. Số trích các quỹ từ lợi nhuận,51.481.599.817,59.029.881.129,51481599817.0,59029881129.0
5.1 Quỹ dự trữ điều lệ,5.1 Quỹ dự trữ điều lệ,5.1 Quỹ dự trữ điều lệ,,,,
5.2 Quỹ dự phòng tài chính và rủi ro nghiệp vụ,5.2 Quỹ dự phòng tài chính và rủi ro nghiệp vụ,5.2 Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,,,
5.3 Qủy khen thưởng phúc lợi,5.2 Quỹ dự phòng tài chính và rủi ro nghiệp vụ > 5.3 Qủy khen thưởng phúc lợi,5.3 Qủy khen thưởng phúc lợi,51.481.599.817,59.029.881.129,51481599817.0,59029881129.0
6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm nay theo Nghị quyết Đại hội đồng cổ đông,5.2 Quỹ dự phòng tài chính và rủi ro nghiệp vụ > 6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm nay theo Nghị quyết Đại hội đồng cổ đông,6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm nay theo Nghị quyết Đại hội đồng cổ đông,292.580.335.500,190.176.241.916,292580335500.0,190176241916.0
