row_label_raw,row_label_full,Số cuối năm,Số đầu năm,numeric__Số đầu năm
4.480.989.985.789,4.480.989.985.789,4.480.989.985.789,3.461.017.594.892,3461017594892.0
4.480.989.985.789,4.480.989.985.789,4.480.989.985.789,3.461.017.594.892,3461017594892.0
9.170.457.945,9.170.457.945,9.170.457.945,6.863.534.332,6863534332.0
9.170.457.945,9.170.457.945,9.170.457.945,6.863.534.332,6863534332.0
913.100.855.095,913.100.855.095,913.100.855.095,274.625.867.446,274625867446.0
912.872.796.723,912.872.796.723,912.872.796.723,274.507.459.557,274507459557.0
912.872.796.723,912.872.796.723,912.872.796.723,274.507.459.557,274507459557.0
228.058.372,228.058.372,228.058.372,118.407.889,118407889.0
228.058.372,228.058.372,228.058.372,118.407.889,118407889.0
217.037.992,217.037.992,217.037.992,48.898.722,48898722.0
5.403.478.336.821,5.403.478.336.821,5.403.478.336.821,3.742.555.895.392,3742555895392.0
