row_label_raw,row_label_full,STT,Loại chi phí,Năm nay,Năm trước,numeric__Loại chi phí,numeric__Năm nay,numeric__Năm trước
1,1,1,Chi phí nghiệp vụ môi giới chứng khoán,174.877.326.740,216.783.893.989,,174877326740.0,216783893989.0
2,2,2,Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,3.774.996.554,3.269.518.833,,3774996554.0,3269518833.0
3,3,3,Chi phí nghiệp vụ lưu ký chứng khoán,16.617.027.466,15.008.255.699,,16617027466.0,15008255699.0
4,4,4,Chi phí hoạt động tư vấn tài chính,14.567.429.345,12.950.654.332,,14567429345.0,12950654332.0
5,5,5,"Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",116.135.328.039,86.525.412.508,,116135328039.0,86525412508.0
Công,Công,Công,Công,325.972.108.144,334.537.735.361,,325972108144.0,334537735361.0
