row_label_raw,row_label_full,- Tiền mặt tại quỹ,125.693.709,206.299.629,numeric__125.693.709,numeric__206.299.629
- Tiền gửi ngân hàng cho hoạt động CTCK,- Tiền gửi ngân hàng cho hoạt động CTCK,- Tiền gửi ngân hàng cho hoạt động CTCK,415.231.636.073,112.588.599.879,415231636073.0,112588599879.0
- Các khoản tương đương tiền,- Các khoản tương đương tiền,- Các khoản tương đương tiền,838.000.000.000,150.000.000.000,838000000000.0,150000000000.0
Công,Công,Công,1.253.357.329.782,262.794.899.508,1253357329782.0,262794899508.0
