row_label_raw,row_label_full,STT,Loại doanh thu hoạt động tài chính,Năm nay,Năm trước,numeric__Loại doanh thu hoạt động tài chính,numeric__Năm nay,numeric__Năm trước
1,1,1,Doanh thu lãi tiền gửi không kỳ hạn,9.107.268.126,1.366.639.634,,9107268126.0,1366639634.0
Công,Công,Công,Công,9.107.268.126,1.366.639.634,,9107268126.0,1366639634.0
