row_label_raw,row_label_full,col_0,Giá gốc,Giá trị hợp lý,Giá gốc_1,Giá trị hợp lý_1,numeric__Giá gốc,numeric__Giá trị hợp lý,numeric__Giá gốc_1,numeric__Giá trị hợp lý_1
"Cổ phiếu niêm yết, đăng ký GD","Cổ phiếu niêm yết, đăng ký GD","Cổ phiếu niêm yết, đăng ký GD",14.376.456.824,349.369.900.691,13.476.134.016,316.563.584.950,14376456824.0,349369900691.0,13476134016.0,316563584950.0
Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,2.024.075.904,2.024.075.904,2.024.075.904,2.024.075.904,2024075904.0,2024075904.0,2024075904.0,2024075904.0
Trái phiếu niêm yết,Trái phiếu niêm yết,Trái phiếu niêm yết,474.157.500.000,474.157.500.000,,,474157500000.0,474157500000.0,,
Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,120.000.000.000,120.000.000.000,70.000.000.000,70.000.000.000,120000000000.0,120000000000.0,70000000000.0,70000000000.0
"Tiền gửi có kỳ hạn cố định, chứng chỉ tiền gửi","Tiền gửi có kỳ hạn cố định, chứng chỉ tiền gửi","Tiền gửi có kỳ hạn cố định, chứng chỉ tiền gửi",403.761.703.435,403.761.703.435,683.000.000.000,683.000.000.000,403761703435.0,403761703435.0,683000000000.0,683000000000.0
Cộng,Cộng,Cộng,1.014.319.736.163,1.349.313.180.030,768.500.209.920,1.071.587.660.854,1014319736163.0,1349313180030.0,768500209920.0,1071587660854.0
