row_label_raw,row_label_full,col_0,31.12.2020Triệu VND,31.12.2019Triệu VND,numeric__31.12.2020Triệu VND,numeric__31.12.2019Triệu VND
Cho vay công ty con,Cho vay công ty con,Cho vay công ty con,732.833,581.469,732833.0,581469.0
Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),45.660,51.141,45660.0,51141.0
Tiền gửi của các công ty con,Tiền gửi của các công ty con,Tiền gửi của các công ty con,301.095,495.940,301095.0,495940.0
Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,39.996,42.694,39996.0,42694.0
Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),966.552,647.089,966552.0,647089.0
Giấy tờ có giá phát hành cho các bên liên quan khác (i),Giấy tờ có giá phát hành cho các bên liên quan khác (i),Giấy tờ có giá phát hành cho các bên liên quan khác (i),31.000,31.000,31000.0,31000.0
Lãi dự thu từ các khoản cho vay công ty con,Lãi dự thu từ các khoản cho vay công ty con,Lãi dự thu từ các khoản cho vay công ty con,5.200,4.221,5200.0,4221.0
Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),260,584,260.0,584.0
Lãi dự chi cho tiền gửi của các công ty con,Lãi dự chi cho tiền gửi của các công ty con,Lãi dự chi cho tiền gửi của các công ty con,5.162,6.764,5162.0,6764.0
Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,478,35,478.0,35.0
Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),40.893,7.470,40893.0,7470.0
Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),643,677,643.0,677.0
Phải thu công ty con,Phải thu công ty con,Phải thu công ty con,340.000,-,340000.0,
Lợi nhuận được chia phải thu từ các công ty con,Lợi nhuận được chia phải thu từ các công ty con,Lợi nhuận được chia phải thu từ các công ty con,25.067,83.298,25067.0,83298.0
