row_label_raw,row_label_full,col_0,Tiền gửi tại Ngân hàng Nhà nước Triệu VND,Tiền gửi và cho vay các TCTD khác Triệu VND,Chứng khoán kinh doanh Triệu VND,Các công cụ tài chính phải sinh Triệu VND,Cho vay khách hàng Triệu VND,Chứng khoán nợ đầu tư Triệu VND,Các tài sản tài chính khác Triệu VND,Tổng cộng Triệu VND,numeric__Tiền gửi tại Ngân hàng Nhà nước Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác Triệu VND,numeric__Chứng khoán kinh doanh Triệu VND,numeric__Các công cụ tài chính phải sinh Triệu VND,numeric__Cho vay khách hàng Triệu VND,numeric__Chứng khoán nợ đầu tư Triệu VND,numeric__Các tài sản tài chính khác Triệu VND,numeric__Tổng cộng Triệu VND
Chưa quá hạn và chưa bị suy giảm giá trị,Chưa quá hạn và chưa bị suy giảm giá trị,Chưa quá hạn và chưa bị suy giảm giá trị,10.420.306,30.452.575,2.792.425,87.753,263.721.131,55.714.864,5.740.951,368.930.005,10420306.0,30452575.0,2792425.0,87753.0,263721131.0,55714864.0,5740951.0,368930005.0
Đã quá hạn nhưng chưa bị suy giảm giá trị,Đã quá hạn nhưng chưa bị suy giảm giá trị,Đã quá hạn nhưng chưa bị suy giảm giá trị,-,-,-,-,201.416,-,-,201.416,,,,,201416.0,,,201416.0
Bị suy giảm giá trị,Bị suy giảm giá trị,Bị suy giảm giá trị,-,400.000,-,-,2.058.939,-,1.605.639,4.064.578,,400000.0,,,2058939.0,,1605639.0,4064578.0
Trừ: Dự phòng rủi ro,Trừ: Dự phòng rủi ro,Trừ: Dự phòng rủi ro,-,(100.514),(8.669),-,(2.397.045),(949),(1.602.145),(4.109.322),,-100514.0,-8669.0,,-2397045.0,-949.0,-1602145.0,-4109322.0
Giá trị ròng,Giá trị ròng,Giá trị ròng,10.420.306,30.752.061,2.783.756,87.753,263.584.441,55.713.915,5.744.445,369.086.677,10420306.0,30752061.0,2783756.0,87753.0,263584441.0,55713915.0,5744445.0,369086677.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,,,,,,,,,,,,,,,,
Dự phòng cụ thể,Dự phòng rủi ro > Dự phòng cụ thể,Dự phòng cụ thể,-,(100.514),-,-,(440.998),-,-,(541.512),,-100514.0,,,-440998.0,,,-541512.0
Dự phòng chung,Dự phòng rủi ro > Dự phòng chung,Dự phòng chung,-,-,-,-,(1.956.047),-,-,(1.956.047),,,,,-1956047.0,,,-1956047.0
Dự phòng rủi ro khác,Dự phòng rủi ro > Dự phòng rủi ro khác,Dự phòng rủi ro khác,-,-,(8.669),-,-,(949),(1.602.145),(1.611.763),,,-8669.0,,,-949.0,-1602145.0,-1611763.0
