row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các tổ chức tín dụng khác Triệu VND,Cho vay khách hàng Triệu VND,Tiền gửi và vay các tổ chức tín dụng khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Các cam kết tín dụng Triệu VND,Công cụ tài chính phái sinh (i) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,numeric__Tiền gửi và cho vay các tổ chức tín dụng khác Triệu VND,numeric__Cho vay khách hàng Triệu VND,numeric__Tiền gửi và vay các tổ chức tín dụng khác Triệu VND,numeric__Tiền gửi của khách hàng Triệu VND,numeric__Các cam kết tín dụng Triệu VND,numeric__Công cụ tài chính phái sinh (i) Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán Triệu VND
Trong nước,Trong nước,Trong nước,28.241.183,307.617.524,22.159.421,353.322.693,10.466.438,32.270.869,69.825.438,28241183.0,307617524.0,22159421.0,353322693.0,10466438.0,32270869.0,69825438.0
Nước ngoài,Nước ngoài,Nước ngoài,3.155.417,-,370.798,-,4.762.122,15.229,-,3155417.0,,370798.0,,4762122.0,15229.0,
,,,31.396.600,307.617.524,22.530.219,353.322.693,15.228.560,32.286.098,69.825.438,31396600.0,307617524.0,22530219.0,353322693.0,15228560.0,32286098.0,69825438.0
Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,,,,,,,
,,,Tiền gửi và cho vay các tổ chức tín dụng khác Triệu VND,Cho vay khách hàng Triệu VND,Tiền gửi và vay các tổ chức tín dụng khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Các cam kết tín dụng Triệu VND,Công cụ tài chính phái sinh (i) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,,,,,,,
Trong nước,Tại ngày 31 tháng 12 năm 2019 > Trong nước,Trong nước,29.129.140,265.981.486,19.200.424,308.493.813,7.205.324,22.645.130,59.215.450,29129140.0,265981486.0,19200424.0,308493813.0,7205324.0,22645130.0,59215450.0
Nước ngoài,Tại ngày 31 tháng 12 năm 2019 > Nước ngoài,Nước ngoài,1.723.435,-,259,-,5.062.199,27.565,-,1723435.0,,259.0,,5062199.0,27565.0,
,,,30.852.575,265.981.486,19.200.683,308.493.813,12.267.523,22.672.695,59.215.450,30852575.0,265981486.0,19200683.0,308493813.0,12267523.0,22672695.0,59215450.0
