row_label_raw,row_label_full,Năm 2019 > Miền Bắc Triệu VND,Năm 2019 > Miền Trung Triệu VND,Năm 2019 > Miền Nam Triệu VND,Năm 2019 > Loại trừ Triệu VND,Năm 2019 > Tổng Triệu VND,numeric__Năm 2019 > Miền Trung Triệu VND,numeric__Năm 2019 > Miền Nam Triệu VND,numeric__Năm 2019 > Loại trừ Triệu VND,numeric__Năm 2019 > Tổng Triệu VND
8.622.514,8.622.514,8.622.514,4.195.127,54.952.191,(39.701.606),28.068.226,4195127.0,54952191.0,-39701606.0,28068226.0
4.364.851,4.364.851,4.364.851,3.203.292,20.500.083,-,28.068.226,3203292.0,20500083.0,,28068226.0
4.257.663,4.257.663,4.257.663,991.835,34.452.108,(39.701.606),-,991835.0,34452108.0,-39701606.0,
229.593,229.593,229.593,92.033,2.262.291,-,2.583.917,92033.0,2262291.0,,2583917.0
306.790,306.790,306.790,22.738,1.785.369,-,2.114.897,22738.0,1785369.0,,2114897.0
(6.680.559),(6.680.559),(6.680.559),(3.104.274),(46.090.600),39.701.606,(16.173.827),-3104274.0,-46090600.0,39701606.0,-16173827.0
(3.138.960),(3.138.960),(3.138.960),(677.528),(12.357.339),-,(16.173.827),-677528.0,-12357339.0,,-16173827.0
(3.541.599),(3.541.599),(3.541.599),(2.426.746),(33.733.261),39.701.606,-,-2426746.0,-33733261.0,39701606.0,
(22.434),(22.434),(22.434),(13.730),(292.981),-,(329.145),-13730.0,-292981.0,,-329145.0
(1.144.538),(1.144.538),(1.144.538),(602.925),(6.888.808),-,(8.636.271),-602925.0,-6888808.0,,-8636271.0
1.311.366,1.311.366,1.311.366,588.969,5.727.462,-,7.627.797,588969.0,5727462.0,,7627797.0
(74.045),(74.045),(74.045),(84.572),(79.479),-,(238.096),-84572.0,-79479.0,,-238096.0
1.237.321,1.237.321,1.237.321,504.397,5.647.983,-,7.389.701,504397.0,5647983.0,,7389701.0
