row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí sửa chữa tài sản VND,Chi phí giải phóng mặt bằng (*) VND,Chi phí trả trước dài hạn khác VND,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí sửa chữa tài sản VND,numeric__Chi phí giải phóng mặt bằng (*) VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.394.364.008,6.338.298.405,33.398.784.819,28.515.030.771,70.646.478.003,2394364008.0,6338298405.0,33398784819.0,28515030771.0,70646478003.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.996.719.340,9.080.531.093,-,10.543.153.422,21.620.403.855,1996719340.0,9080531093.0,,10543153422.0,21620403855.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(2.244.975.119),(5.262.667.387),(604.662.885),(22.957.865.285),(31.070.170.676),-2244975119.0,-5262667387.0,-604662885.0,-22957865285.0,-31070170676.0
Điều chỉnh khác,Điều chỉnh khác,Điều chỉnh khác,-,-,(5.336.558.508),-,(5.336.558.508),,,-5336558508.0,,-5336558508.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.146.108.229,10.156.162.111,27.457.563.426,16.100.318.908,55.860.152.674,2146108229.0,10156162111.0,27457563426.0,16100318908.0,55860152674.0
