row_label_raw,row_label_full,Ban Tổng Giám đốc,Ban Tổng Giám đốc_1,Ban Tổng Giám đốc_2,numeric__Ban Tổng Giám đốc_1,numeric__Ban Tổng Giám đốc_2
,,,Ông Vũ Ánh Dương,Tổng Giám đốc,,
,,,Ông Đăng Quốc Tường,Phó Tổng Giám đốc,,
,,,Ông Võ Hồng Quang,Phó Tổng Giám đốc,,
,,,Ông Nguyễn Nhật Tân,Phó Tổng Giám đốc,,
,,,Ông Nguyễn Minh Đệ,Phó Tổng Giám đốc,,
