row_label_raw,row_label_full,col_0,31/12/2023VND,1/1/2023VND,numeric__31/12/2023VND,numeric__1/1/2023VND
Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,,
Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,Công ty con cấp 1 > Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,18.460.974.653,5.102.136.673,18460974653.0,5102136673.0
Công ty Cổ phần Năng lượng Bảo Lâm,Công ty con cấp 1 > Công ty Cổ phần Năng lượng Bảo Lâm,Công ty Cổ phần Năng lượng Bảo Lâm,1.450.662.595,-,1450662595.0,
Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,,
Công ty Cổ phần Cột thép Mạ kẽm Thái Nguyên - công ty con của Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con cấp 2 > Công ty Cổ phần Cột thép Mạ kẽm Thái Nguyên - công ty con của Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty Cổ phần Cột thép Mạ kẽm Thái Nguyên - công ty con của Công ty TNHH Chế tạo Cột thép Đông Anh,7.463.270.654,7.448.266.854,7463270654.0,7448266854.0
Công ty TNHH MTV Xây lắp Điện 1 - Từ Liêm - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty con cấp 2 > Công ty TNHH MTV Xây lắp Điện 1 - Từ Liêm - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp Điện 1 - Từ Liêm - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,4.736.092.878,-,4736092878.0,
Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty con cấp 2 > Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,3.291.288.384,6.655.451.501,3291288384.0,6655451501.0
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,
Công ty Cổ phần Gia Lộc Phát,Bên khác > Công ty Cổ phần Gia Lộc Phát,Công ty Cổ phần Gia Lộc Phát,95.988.840.482,95.988.840.482,95988840482.0,95988840482.0
Công ty Cổ phần Đầu tư và Chuyển giao Công nghệ Thăng Long,Bên khác > Công ty Cổ phần Đầu tư và Chuyển giao Công nghệ Thăng Long,Công ty Cổ phần Đầu tư và Chuyển giao Công nghệ Thăng Long,17.877.622.227,-,17877622227.0,
Công ty Cổ phần Thương mại Dịch vụ Kỹ thuật Chấn Hưng,Bên khác > Công ty Cổ phần Thương mại Dịch vụ Kỹ thuật Chấn Hưng,Công ty Cổ phần Thương mại Dịch vụ Kỹ thuật Chấn Hưng,-,21.216.637.391,,21216637391.0
Công ty TNHH Xuân An Phú Thọ,Bên khác > Công ty TNHH Xuân An Phú Thọ,Công ty TNHH Xuân An Phú Thọ,2.310.575.267,10.113.842.440,2310575267.0,10113842440.0
Công ty Cổ phần Dịch vụ Công nghệ Đông Nam,Bên khác > Công ty Cổ phần Dịch vụ Công nghệ Đông Nam,Công ty Cổ phần Dịch vụ Công nghệ Đông Nam,306.466.024,9.576.910.449,306466024.0,9576910449.0
Các nhà cung cấp khác,Bên khác > Các nhà cung cấp khác,Các nhà cung cấp khác,34.837.678.243,33.586.726.250,34837678243.0,33586726250.0
,,,186.723.471.407,189.688.812.040,186723471407.0,189688812040.0
