row_label_raw,row_label_full,1/1/2023Giá trị ghi sổ và số có khả năngtrả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,31/12/2023Giá trị ghi sổ và số có khả năngtrả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__31/12/2023Giá trị ghi sổ và số có khả năngtrả nợVND
2.766.612.337.86795.448.000.000,2.766.612.337.86795.448.000.000,2.766.612.337.86795.448.000.000,3.257.572.892.576230.048.000.000,(4.593.178.808.206)(95.448.000.000),1.431.006.422.237230.048.000.000,3.25757289257623e+24,,1.4310064222372302e+24
2.862.060.337.867,2.862.060.337.867,2.862.060.337.867,3.487.620.892.576,(4.688.626.808.206),1.661.054.422.237,3487620892576.0,-4688626808206.0,1661054422237.0
