row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2023VND,2022VND,,
Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,,
Cho vay,Công ty Cổ phần Khoáng sản Tấn Phát > Cho vay,Cho vay,-,21.000.000.000,,21000000000.0
Doanh thu cho thuê,Công ty Cổ phần Khoáng sản Tấn Phát > Doanh thu cho thuê,Doanh thu cho thuê,178.036.368,-,178036368.0,
Doanh thu dịch vụ,Công ty Cổ phần Khoáng sản Tấn Phát > Doanh thu dịch vụ,Doanh thu dịch vụ,103.647.013.729,-,103647013729.0,
Lãi cho vay,Công ty Cổ phần Khoáng sản Tấn Phát > Lãi cho vay,Lãi cho vay,8.632.344.358,6.008.097.379,8632344358.0,6008097379.0
Bao gồm lãi cho vay nhập gốc,Công ty Cổ phần Khoáng sản Tấn Phát > Bao gồm lãi cho vay nhập gốc,Bao gồm lãi cho vay nhập gốc,6.307.269.431,4.772.496.378,6307269431.0,4772496378.0
Doanh thu dịch vụ xây lắp,Công ty Cổ phần Khoáng sản Tấn Phát > Doanh thu dịch vụ xây lắp,Doanh thu dịch vụ xây lắp,-,3.347.112.037,,3347112037.0
Góp vốn,Công ty Cổ phần Khoáng sản Tấn Phát > Góp vốn,Góp vốn,-,130.587.600.000,,130587600000.0
Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,,
Cho vay,Công ty Cổ phần Thương mại Đầu tư Tiến Bộ > Cho vay,Cho vay,-,22.000.000.000,,22000000000.0
Chi phí lãi vay,Công ty Cổ phần Thương mại Đầu tư Tiến Bộ > Chi phí lãi vay,Chi phí lãi vay,-,1.169.556.165,,1169556165.0
Doanh thu dịch vụ xây lắp,Công ty Cổ phần Thương mại Đầu tư Tiến Bộ > Doanh thu dịch vụ xây lắp,Doanh thu dịch vụ xây lắp,-,790.227.273,,790227273.0
Lãi cho vay,Công ty Cổ phần Thương mại Đầu tư Tiến Bộ > Lãi cho vay,Lãi cho vay,879.999.999,378.520.548,879999999.0,378520548.0
Công ty Cổ phần Thiết bị Thương mại,Công ty Cổ phần Thiết bị Thương mại,Công ty Cổ phần Thiết bị Thương mại,Công ty Cổ phần Thiết bị Thương mại,Công ty Cổ phần Thiết bị Thương mại,,
Doanh thu dịch vụ xây lắp,Công ty Cổ phần Thiết bị Thương mại > Doanh thu dịch vụ xây lắp,Doanh thu dịch vụ xây lắp,-,3.441.745.063,,3441745063.0
Vay,Công ty Cổ phần Thiết bị Thương mại > Vay,Vay,30.000.000.000,-,30000000000.0,
Chi phí lãi vay,Công ty Cổ phần Thiết bị Thương mại > Chi phí lãi vay,Chi phí lãi vay,2.096.547.946,3.989.178.082,2096547946.0,3989178082.0
Công ty Cổ phần Thủy diện Sông Gâm,Công ty Cổ phần Thủy diện Sông Gâm,Công ty Cổ phần Thủy diện Sông Gâm,Công ty Cổ phần Thủy diện Sông Gâm,Công ty Cổ phần Thủy diện Sông Gâm,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Thủy diện Sông Gâm > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,5.078.692.394,-,5078692394.0,
Doanh thu cho thuê,Công ty Cổ phần Thủy diện Sông Gâm > Doanh thu cho thuê,Doanh thu cho thuê,33.000.000,-,33000000.0,
Cho vay,Công ty Cổ phần Thủy diện Sông Gâm > Cho vay,Cho vay,6.000.000.000,15.000.000.000,6000000000.0,15000000000.0
Lãi cho vay,Công ty Cổ phần Thủy diện Sông Gâm > Lãi cho vay,Lãi cho vay,746.235.616,304.109.589,746235616.0,304109589.0
Góp vốn bằng bù trừ công nợ,Công ty Cổ phần Thủy diện Sông Gâm > Góp vốn bằng bù trừ công nợ,Góp vốn bằng bù trừ công nợ,15.840.000.000,-,15840000000.0,
Chuyển nhượng vốn,Công ty Cổ phần Thủy diện Sông Gâm > Chuyển nhượng vốn,Chuyển nhượng vốn,17.940.000.000,-,17940000000.0,
Công ty Cổ phần Phát triển Khu Công nghiệp,Công ty Cổ phần Phát triển Khu Công nghiệp,Công ty Cổ phần Phát triển Khu Công nghiệp,Công ty Cổ phần Phát triển Khu Công nghiệp,Công ty Cổ phần Phát triển Khu Công nghiệp,,
Nhật Bản – Hải Phòng,Nhật Bản – Hải Phòng,Nhật Bản – Hải Phòng,Nhật Bản – Hải Phòng,Nhật Bản – Hải Phòng,,
Doanh thu dịch vụ xây lắp,Nhật Bản – Hải Phòng > Doanh thu dịch vụ xây lắp,Doanh thu dịch vụ xây lắp,1.922.269.249,-,1922269249.0,
Cổ tức được chia,Nhật Bản – Hải Phòng > Cổ tức được chia,Cổ tức được chia,56.000.000.000,-,56000000000.0,
Công ty Cổ phần KCN Quốc tế Hải Phòng,Công ty Cổ phần KCN Quốc tế Hải Phòng,Công ty Cổ phần KCN Quốc tế Hải Phòng,Công ty Cổ phần KCN Quốc tế Hải Phòng,Công ty Cổ phần KCN Quốc tế Hải Phòng,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần KCN Quốc tế Hải Phòng > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,8.422.958.730,-,8422958730.0,
Doanh thu cho thuê,Công ty Cổ phần KCN Quốc tế Hải Phòng > Doanh thu cho thuê,Doanh thu cho thuê,197.777.778,-,197777778.0,
Góp vốn,Công ty Cổ phần KCN Quốc tế Hải Phòng > Góp vốn,Góp vốn,9.800.000.000,-,9800000000.0,
PC1 Australia Pty Ltd,PC1 Australia Pty Ltd,PC1 Australia Pty Ltd,PC1 Australia Pty Ltd,PC1 Australia Pty Ltd,,
Góp vốn,PC1 Australia Pty Ltd > Góp vốn,Góp vốn,5.118.723.000,-,5118723000.0,
