row_label_raw,row_label_full,col_0,Địa chỉ,Tỷ lệ sở hữu và tỷ lệ quyền biểu quyết (%),31/12/2023 > Giá gốc VND,31/12/2023 > Dự phòng VND,31/12/2023 > Giá trị hợp lý VND,numeric__Địa chỉ,numeric__Tỷ lệ sở hữu và tỷ lệ quyền biểu quyết (%),numeric__31/12/2023 > Giá gốc VND,numeric__31/12/2023 > Dự phòng VND,numeric__31/12/2023 > Giá trị hợp lý VND
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,,,
• Công ty Cổ phần PC1 Hà Nội (trước dây là “Công ty TNHH MTV Xây lắp Điện 1 - Đại Mỗ”),Công ty con > • Công ty Cổ phần PC1 Hà Nội (trước dây là “Công ty TNHH MTV Xây lắp Điện 1 - Đại Mỗ”),• Công ty Cổ phần PC1 Hà Nội (trước dây là “Công ty TNHH MTV Xây lắp Điện 1 - Đại Mỗ”),Hà Nội,"66,00%",3.519.064.933,-,(*),,0.66,3519064933.0,,
• Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty con > • Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,• Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,TP Hồ Chí Minh,"100,00%",25.000.000.000,-,(*),,1.0,25000000000.0,,
• Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,Công ty con > • Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,• Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,Hà Nội,"100,00%",10.236.009.597,-,(*),,1.0,10236009597.0,,
• Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty con > • Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,• Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Hà Nội,"100,00%",30.000.000.000,-,(*),,1.0,30000000000.0,,
• Công ty TNHH MTV Xây lắp Điện 1 - Hà Đông,Công ty con > • Công ty TNHH MTV Xây lắp Điện 1 - Hà Đông,• Công ty TNHH MTV Xây lắp Điện 1 - Hà Đông,Hà Nội,"100,00%",5.942.874.315,-,(*),,1.0,5942874315.0,,
• Công ty TNHH MTV PCI Nàng Hương,Công ty con > • Công ty TNHH MTV PCI Nàng Hương,• Công ty TNHH MTV PCI Nàng Hương,Hà Nội,"100,00%",725.509.851,-,(*),,1.0,725509851.0,,
• Công ty Cổ phần PC1 Thăng Long (trước dây là “Công ty TNHH MTV Xây lắp Điện 1 - Hoàng Mai”),Công ty con > • Công ty Cổ phần PC1 Thăng Long (trước dây là “Công ty TNHH MTV Xây lắp Điện 1 - Hoàng Mai”),• Công ty Cổ phần PC1 Thăng Long (trước dây là “Công ty TNHH MTV Xây lắp Điện 1 - Hoàng Mai”),Hà Nội,"66,00%",3.566.251.625,-,(*),,0.66,3566251625.0,,
• Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con > • Công ty TNHH Chế tạo Cột thép Đông Anh,• Công ty TNHH Chế tạo Cột thép Đông Anh,Hà Nội,"90,00%",28.832.168.426,-,(*),,0.9,28832168426.0,,
• Công ty Cổ phần Thủy điện Trung Thu,Công ty con > • Công ty Cổ phần Thủy điện Trung Thu,• Công ty Cổ phần Thủy điện Trung Thu,Điện Biên,"60,00%",151.200.000.000,-,(*),,0.6,151200000000.0,,
