row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,126.531.844.523,773.315.565.282,126531844523.0,773315565282.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,25.306.368.905,154.663.113.056,25306368905.0,154663113056.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,978.598.702,1.860.707.277,978598702.0,1860707277.0
Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,(51.529.056.974),(22.019.803.952),-51529056974.0,-22019803952.0
Ưu đãi thuế,Ưu đãi thuế,Ưu đãi thuế,-,(28.453.314.127),,-28453314127.0
Biến động chênh lệch tạm thời không được ghi nhận,Biến động chênh lệch tạm thời không được ghi nhận,Biến động chênh lệch tạm thời không được ghi nhận,(10.449.674.349),-,-10449674349.0,
Ảnh hưởng thuế liên quan đến chi phí lãi vay vượt mức 30% theo quy định của Nghị định 132/2020/ND-CP,Ảnh hưởng thuế liên quan đến chi phí lãi vay vượt mức 30% theo quy định của Nghị định 132/2020/ND-CP,Ảnh hưởng thuế liên quan đến chi phí lãi vay vượt mức 30% theo quy định của Nghị định 132/2020/ND-CP,35.616.625.260,-,35616625260.0,
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận trên lỗ tính thuế,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận trên lỗ tính thuế,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận trên lỗ tính thuế,2.153.862.477,-,2153862477.0,
Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,11.754.462.611,272.318.879,11754462611.0,272318879.0
Khác,Khác,Khác,-,(928.351.026),,-928351026.0
,,,13.831.186.632,105.394.670.107,13831186632.0,105394670107.0
