row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2023VND,1/1/2023VND,,
Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,,
Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty con cấp 1 > Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,107.080.793.198,121.246.453.021,107080793198.0,121246453021.0
Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty con cấp 1 > Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,86.432.400.016,141.177.753.552,86432400016.0,141177753552.0
Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty con cấp 1 > Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,72.827.824.100,9.659.047.242,72827824100.0,9659047242.0
Công ty Cổ phần PC1 Hà Nội (trước đây là “Công ty TNHH MTV Xây lắp Điện 1 - Đại Mỗ”),Công ty con cấp 1 > Công ty Cổ phần PC1 Hà Nội (trước đây là “Công ty TNHH MTV Xây lắp Điện 1 - Đại Mỗ”),Công ty Cổ phần PC1 Hà Nội (trước đây là “Công ty TNHH MTV Xây lắp Điện 1 - Đại Mỗ”),55.883.121.985,19.501.812.125,55883121985.0,19501812125.0
Công ty Cổ phần PC1 Thăng Long (trước đây là “Công ty TNHH MTV Xây lắp Điện 1 - Hoàng Mai”),Công ty con cấp 1 > Công ty Cổ phần PC1 Thăng Long (trước đây là “Công ty TNHH MTV Xây lắp Điện 1 - Hoàng Mai”),Công ty Cổ phần PC1 Thăng Long (trước đây là “Công ty TNHH MTV Xây lắp Điện 1 - Hoàng Mai”),34.402.085.687,52.958.253.387,34402085687.0,52958253387.0
Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con cấp 1 > Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,5.032.534.430,5.187.209.775,5032534430.0,5187209775.0
Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty con cấp 1 > Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,2.126.951.535,10.999.999.999,2126951535.0,10999999999.0
Các công ty con cấp 1 khác,Công ty con cấp 1 > Các công ty con cấp 1 khác,Các công ty con cấp 1 khác,1.422.686.558,5.945.456.998,1422686558.0,5945456998.0
Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,,
Công ty TNHH MTV Xây lắp Điện 1 - Từ Liêm - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty con cấp 2 > Công ty TNHH MTV Xây lắp Điện 1 - Từ Liêm - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp Điện 1 - Từ Liêm - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,-,7.945.184.200,,7945184200.0
Công ty Cổ phần Thí nghiệm điện ETIK - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty con cấp 2 > Công ty Cổ phần Thí nghiệm điện ETIK - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty Cổ phần Thí nghiệm điện ETIK - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,-,3.441.613.026,,3441613026.0
,,,365.208.397.509,378.062.783.325,365208397509.0,378062783325.0
