row_label_raw,row_label_full,col_0,Mã số,2023 VND,2022 VND,numeric__Mã số,numeric__2023 VND,numeric__2022 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuếĐiều chỉnh cho các khoản,Lợi nhuận trước thuếĐiều chỉnh cho các khoản,01,126.531.844.523,773.315.565.282,1.0,126531844523.0,773315565282.0
Khấu hao và phân bổCác khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá đánh giá lạicác khoản mục có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổCác khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá đánh giá lạicác khoản mục có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,Khấu hao và phân bổCác khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá đánh giá lạicác khoản mục có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,0203040506,145.652.200.321(4.499.761.444)(720.218.410)(331.990.579.492)403.426.097.784,136.409.422.776(503.450.903)316.790.666(181.798.025.163)310.937.814.499,203040506.0,,
Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,08,338.399.583.282,1.038.678.117.157,8.0,338399583282.0,1038678117157.0
Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước,Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước,09101112,757.277.635.862(33.176.142.484)(506.117.344.370)12.776.894.961,76.101.870.476(45.207.943.077)(447.110.619.834)(21.149.285.522),9101112.0,,
,,,,569.160.627.251,601.312.139.200,,569160627251.0,601312139200.0
Tiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Tiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,141517,(405.663.106.136)(67.914.836.273)(30.238.308.309),(301.926.832.608)(51.352.345.098)(37.125.567.348),141517.0,,
Lưu chuyển tiền thuần từ hoạt độngkinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt độngkinh doanh,Lưu chuyển tiền thuần từ hoạt độngkinh doanh,20,65.344.376.533,210.907.394.146,20.0,65344376533.0,210907394146.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khácTiền thu từ thanh lý, nhượng bán tài sản cố địnhvà các tài sản dài hạn khácTiền chi cho vay và gửi tiền gửi có kỳ hạntrên ba thángTiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạntrên ba thángTiền chi đầu tư góp vốn vào các đơn vị khácTiền thu hồi đầu tư góp vốn vào đơn vị khácTiền thu lãi tiền gửi, lãi cho vay, lãi trả chậm,cổ tức và nhận phân phối lợi nhuận","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khácTiền thu từ thanh lý, nhượng bán tài sản cố địnhvà các tài sản dài hạn khácTiền chi cho vay và gửi tiền gửi có kỳ hạntrên ba thángTiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạntrên ba thángTiền chi đầu tư góp vốn vào các đơn vị khácTiền thu hồi đầu tư góp vốn vào đơn vị khácTiền thu lãi tiền gửi, lãi cho vay, lãi trả chậm,cổ tức và nhận phân phối lợi nhuận","Tiền chi mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khácTiền thu từ thanh lý, nhượng bán tài sản cố địnhvà các tài sản dài hạn khácTiền chi cho vay và gửi tiền gửi có kỳ hạntrên ba thángTiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạntrên ba thángTiền chi đầu tư góp vốn vào các đơn vị khácTiền thu hồi đầu tư góp vốn vào đơn vị khácTiền thu lãi tiền gửi, lãi cho vay, lãi trả chậm,cổ tức và nhận phân phối lợi nhuận",21222324252627,(42.570.543.550)94.415.954.168(274.431.176.833)510.485.029.848(83.318.723.000)28.472.376.468229.271.672.625,(199.099.993.171)1.768.527.274(467.263.490.736)351.609.718.257(1.874.636.864.391)-139.508.216.552,21222324252627.0,,
