row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2023 VND,2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2023 VND,numeric__2022 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,28,3.790.979.619.231,6.447.679.569.839,1.0,28.0,3790979619231.0,6447679569839.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,29,3.460.991.018.935,5.428.387.294.571,11.0,29.0,3460991018935.0,5428387294571.0
Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),20,,329.988.600.296,1.019.292.275.268,20.0,,329988600296.0,1019292275268.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,30,323.834.150.750,187.683.514.396,21.0,30.0,323834150750.0,187683514396.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,31,405.693.467.939,320.857.828.375,22.0,31.0,405693467939.0,320857828375.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,398.692.084.043,307.826.610.177,23.0,,398692084043.0,307826610177.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,32,11.814.435.240,9.066.412.831,25.0,32.0,11814435240.0,9066412831.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,33,111.524.903.120,109.448.112.782,26.0,33.0,111524903120.0,109448112782.0
Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),30,,124.789.944.747,767.603.435.676,30.0,,124789944747.0,767603435676.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,34,6.876.836.031,14.144.111.080,31.0,34.0,6876836031.0,14144111080.0
Chi phí khác,Chi phí khác,Chi phí khác,32,35,5.134.936.255,8.431.981.474,32.0,35.0,5134936255.0,8431981474.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,1.741.899.776,5.712.129.606,40.0,,1741899776.0,5712129606.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,126.531.844.523,773.315.565.282,50.0,,126531844523.0,773315565282.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,37,13.831.186.632,105.394.670.107,51.0,37.0,13831186632.0,105394670107.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),60,,112.700.657.891,667.920.895.175,60.0,,112700657891.0,667920895175.0
