row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,2019 VND > 512.811.320.153 > 1.669.119.982.526,2018 VND > (2.569.004.011.479) > 4.235.913.074.249,numeric__Mã số > 50 > 60,numeric__2019 VND > 512.811.320.153 > 1.669.119.982.526,numeric__2018 VND > (2.569.004.011.479) > 4.235.913.074.249
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,638.064.939,1.991.773.485,61.0,638064939.0,1991773485.0
Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,61,8.791.671.350,219.146.271,61.0,8791671350.0,219146271.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 5),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 5),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 5),70,2.191.361.038.968,1.669.119.982.526,70.0,2191361038968.0,1669119982526.0
