row_label_raw,row_label_full,col_0,Mã số,2019 VND,2018 VND,numeric__Mã số,numeric__2019 VND,numeric__2018 VND
LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,4.491.779.313.082,3.894.405.218.185,1.0,4491779313082.0,3894405218185.0
Khẩu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Khẩu hao và phân bổ,Khẩu hao và phân bổ,02,683.647.896.253,685.883.152.709,2.0,683647896253.0,685883152709.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,42.936.679.383,77.111.027.113,3.0,42936679383.0,77111027113.0
Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(390.948.962),(131.172.203),4.0,-390948962.0,-131172203.0
Lỗ từ thanh lý và xóa số tài sản cố định,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lỗ từ thanh lý và xóa số tài sản cố định,Lỗ từ thanh lý và xóa số tài sản cố định,05,12.235.608.058,14.496.001.037,5.0,12235608058.0,14496001037.0
Thu nhập lãi từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Thu nhập lãi từ các hoạt động đầu tư,Thu nhập lãi từ các hoạt động đầu tư,05,(612.432.646.819),(546.923.962.024),5.0,-612432646819.0,-546923962024.0
Lợi nhuận được chia từ một công ty liên kết,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lợi nhuận được chia từ một công ty liên kết,Lợi nhuận được chia từ một công ty liên kết,05,(7.977.651.000),(5.318.434.000),5.0,-7977651000.0,-5318434000.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,235.821.679.467,180.421.924.187,6.0,235821679467.0,180421924187.0
Lợi nhuận từ các hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ các hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ các hoạt động kinh doanh trước những thay đổi vốn lưu động,08,4.845.619.929.462,4.299.943.755.004,8.0,4845619929462.0,4299943755004.0
Biến động các khoản phải thu và tài sản khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu và tài sản khác,Biến động các khoản phải thu và tài sản khác,09,(106.580.652.628),(20.673.206.465),9.0,-106580652628.0,-20673206465.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,3.309.468.770,(278.755.301.655),10.0,3309468770.0,-278755301655.0
