row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019VND > 90.568.054.907,Phát sinhVND > 3.516.633.228.704,NộpVND > (618.896.535.692),Khấu trừ/hoàn lạiVND > (2.858.862.465.114),Phân loại lạiVND > (720.340.161),31/12/2019VND > 128.721.942.644,numeric__1/1/2019VND > 90.568.054.907,numeric__Phát sinhVND > 3.516.633.228.704,numeric__NộpVND > (618.896.535.692),numeric__Khấu trừ/hoàn lạiVND > (2.858.862.465.114),numeric__Phân loại lạiVND > (720.340.161),numeric__31/12/2019VND > 128.721.942.644
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,67.222.301.218,(67.222.301.218),-,-,-,,67222301218.0,-67222301218.0,,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,187.659.535.489,410.452.844.925,(336.494.660.239),-,(381.768.043),261.235.952.132,187659535489.0,410452844925.0,-336494660239.0,,-381768043.0,261235952132.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.782.620.100,100.321.841.827,(98.924.818.385),(1.132.645.462),-,5.046.998.080,4782620100.0,100321841827.0,-98924818385.0,-1132645462.0,,5046998080.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,803.177.452,152.263.004.325,(151.457.889.967),-,-,1.608.291.810,803177452.0,152263004325.0,-151457889967.0,,,1608291810.0
,,,283.813.387.948,4.246.893.220.999,(1.272.996.205.501),(2.859.995.110.576),(1.102.108.204),396.613.184.666,283813387948.0,4246893220999.0,-1272996205501.0,-2859995110576.0,-1102108204.0,396613184666.0
