row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Lợi thế kinh doanhtừ cổ phần hóaVND,Công cụ vàdụng cụVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Lợi thế kinh doanhtừ cổ phần hóaVND,numeric__Công cụ vàdụng cụVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,83.573.099.578,21.940.598.076,60.393.742.683,165.907.440.337,83573099578.0,21940598076.0,60393742683.0,165907440337.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,16.938.625.142,16.938.625.142,,,16938625142.0,16938625142.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,-,38.807.923.623,38.807.923.623,,,38807923623.0,38807923623.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,-,-,(2.199.033.814),(2.199.033.814),,,-2199033814.0,-2199033814.0
Thanh lý,Thanh lý,Thanh lý,-,-,(13.131.945),(13.131.945),,,-13131945.0,-13131945.0
Xóa xổ,Xóa xổ,Xóa xổ,-,-,(1.268.559.951),(1.268.559.951),,,-1268559951.0,-1268559951.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(2.096.255.810),(3.134.371.152),(37.776.909.623),(43.007.536.585),-2096255810.0,-3134371152.0,-37776909623.0,-43007536585.0
Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,-,-,61.170.007,61.170.007,,,61170007.0,61170007.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,81.476.843.768,18.806.226.924,74.943.826.122,175.226.896.814,81476843768.0,18806226924.0,74943826122.0,175226896814.0
