row_label_raw,row_label_full,Số > 9 > 10 > 11 > 12 > 13 > 14,Tên công ty > Công ty TNHH Một Thành viên Nam Ngư Phú Quốc > Công ty Cổ phần VinaCafé Biên Hòa > Công ty Cổ phần Nước khoáng Vĩnh Hảo > Công ty Cổ phần Thương mại Dịch vụ và Sản xuất Krôngpha > Công ty Cổ phần Nước khoáng Quảng Ninh > Công ty Cổ phần Café De Nam,Hoạt động chính > (i) Sản xuất gia vị > (ii) Sản xuất và kinh doanh đồ uống > (ii) Sản xuất và kinh doanh đồ uống và bao bì > (iii) Sản xuất đồ uống > (ii) Sản xuất và kinh doanh đồ uống > (iv) Sản xuất và kinh doanh đồ uống,"Trụ sở > Tổ 1, Áp Suối Đá, Xã Dương Tơ, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam. > Khu Công nghiệp Biên Hòa I, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam. > Thôn Vĩnh Sơn, Xã Vĩnh Hảo, Huyện Tuy Phong, Tỉnh Bình Thuận, Việt Nam. > Km 37, Xa lộ 27, Thị trấn Tân Sơn, Huyện Ninh Sơn, Tỉnh Ninh Thuận, Việt Nam. > Nhóm 3A, Khu 4, Suối Mơ, Phường Bãi Cháy, Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam. > Lô C I.III-3+5+7, Khu Công nghiệp Long Thành, Xã Tâm An, Huyện Long Thành, Tỉnh Đồng Nai, Việt Nam.","Phần trăm lợi ích kinh tế tại ngày 31/12/2019 > 100% > 98,49% > 88,56% > 88,55% > 65,85% > 83,72%","1/1/2019 > 100% > 98,49% > 88,56% > 88,55% > 65,85% > 83,72%","31/12/2019 > 100% > 98,49% > 88,56% > 99,99% > 65,85% > 85%","1/1/2019 > 100% > 98,49% > 88,56% > 99,99% > 65,85% > 85%",numeric__Tên công ty > Công ty TNHH Một Thành viên Nam Ngư Phú Quốc > Công ty Cổ phần VinaCafé Biên Hòa > Công ty Cổ phần Nước khoáng Vĩnh Hảo > Công ty Cổ phần Thương mại Dịch vụ và Sản xuất Krôngpha > Công ty Cổ phần Nước khoáng Quảng Ninh > Công ty Cổ phần Café De Nam,numeric__Hoạt động chính > (i) Sản xuất gia vị > (ii) Sản xuất và kinh doanh đồ uống > (ii) Sản xuất và kinh doanh đồ uống và bao bì > (iii) Sản xuất đồ uống > (ii) Sản xuất và kinh doanh đồ uống > (iv) Sản xuất và kinh doanh đồ uống,"numeric__Trụ sở > Tổ 1, Áp Suối Đá, Xã Dương Tơ, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam. > Khu Công nghiệp Biên Hòa I, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam. > Thôn Vĩnh Sơn, Xã Vĩnh Hảo, Huyện Tuy Phong, Tỉnh Bình Thuận, Việt Nam. > Km 37, Xa lộ 27, Thị trấn Tân Sơn, Huyện Ninh Sơn, Tỉnh Ninh Thuận, Việt Nam. > Nhóm 3A, Khu 4, Suối Mơ, Phường Bãi Cháy, Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam. > Lô C I.III-3+5+7, Khu Công nghiệp Long Thành, Xã Tâm An, Huyện Long Thành, Tỉnh Đồng Nai, Việt Nam.","numeric__Phần trăm lợi ích kinh tế tại ngày 31/12/2019 > 100% > 98,49% > 88,56% > 88,55% > 65,85% > 83,72%","numeric__1/1/2019 > 100% > 98,49% > 88,56% > 88,55% > 65,85% > 83,72%","numeric__31/12/2019 > 100% > 98,49% > 88,56% > 99,99% > 65,85% > 85%","numeric__1/1/2019 > 100% > 98,49% > 88,56% > 99,99% > 65,85% > 85%"
,,,Một công ty liên kết,Một công ty liên kết,Một công ty liên kết,Một công ty liên kết,Một công ty liên kết,Một công ty liên kết,Một công ty liên kết,,,,,,,
1,1,1,Công ty Cổ phần Thực phẩm Cholimex,(i) Sản xuất và kinh doanh gia vị,"Lô C40 – 43/I, Đường số 7, Khu Công nghiệp Vĩnh Lộc, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam.","32,83%","32,83%","32,83%","32,83%",,,,0.3283,0.3283,0.3283,0.3283
