row_label_raw,row_label_full,col_0,1/1/2019 > Giá trị ghi số VND,1/1/2019 > Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Đánh giá lại VND,31/12/2019 > Giá trị ghi số VND,31/12/2019 > Số có khả năng trả nợ VND,numeric__1/1/2019 > Giá trị ghi số VND,numeric__1/1/2019 > Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Đánh giá lại VND,numeric__31/12/2019 > Giá trị ghi số VND,numeric__31/12/2019 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.225.710.840.556,3.225.710.840.556,16.896.247.974.022,(15.012.800.900.980),23.186.400,5.109.181.099.998,5.109.181.099.998,3225710840556.0,3225710840556.0,16896247974022.0,-15012800900980.0,23186400.0,5109181099998.0,5109181099998.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,53.370.227.975,53.370.227.975,3.956.041.498,(53.370.227.975),-,3.956.041.498,3.956.041.498,53370227975.0,53370227975.0,3956041498.0,-53370227975.0,,3956041498.0,3956041498.0
,,,3.279.081.068.531,3.279.081.068.531,16.900.204.015.520,(15.066.171.128.955),23.186.400,5.113.137.141.496,5.113.137.141.496,3279081068531.0,3279081068531.0,16900204015520.0,-15066171128955.0,23186400.0,5113137141496.0,5113137141496.0
