row_label_raw,row_label_full,Trong nước VND,Nước ngoài VND,Tổng cộng VND,numeric__Nước ngoài VND,numeric__Tổng cộng VND
43.529.672.734.768(41.877.782.324.572),43.529.672.734.768(41.877.782.324.572),43.529.672.734.768(41.877.782.324.572),12.186.750.130.780(10.971.826.327.034),55.716.422.865.548(52.849.608.651.606),,
1.651.890.410.196,43.529.672.734.768(41.877.782.324.572) > 1.651.890.410.196,1.651.890.410.196,1.214.923.803.746,2.866.814.213.942,1214923803746.0,2866814213942.0
Năm tài chính kết thúc ngày 30 tháng 9 năm 2024,Năm tài chính kết thúc ngày 30 tháng 9 năm 2024,Năm tài chính kết thúc ngày 30 tháng 9 năm 2024,Năm tài chính kết thúc ngày 30 tháng 9 năm 2024,Năm tài chính kết thúc ngày 30 tháng 9 năm 2024,,
Trong nước VND,Trong nước VND,Trong nước VND,Nước ngoài VND,Tổng cộng VND,,
48.044.118.276.974(46.770.486.975.472),48.044.118.276.974(46.770.486.975.472),48.044.118.276.974(46.770.486.975.472),18.668.429.521.777(16.703.312.072.811),66.712.547.798.751(63.473.799.048.283),,
1.273.631.301.502,48.044.118.276.974(46.770.486.975.472) > 1.273.631.301.502,1.273.631.301.502,1.965.117.448.966,3.238.748.750.468,1965117448966.0,3238748750468.0
