row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__col_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,,30.9.2025VND,30.9.2024VND,,,
(vi),(vi),(vi),Thu nhập lãi,,,,,
(vi),(vi),(vi),Lãi cho vay,,,,,
(vi),(vi),(vi),Công ty con,,,,,
(vi),(vi) > (vi),(vi),Công ty Cổ phần Nhưa Hoa Sen,14.774.215.068,6.554.897.262,,14774215068.0,6554897262.0
(vi),(vi) > (vi),(vi),Công ty Cổ phần Hoa Sen Yên Bái,-,45.087.671,,,45087671.0
(vi),(vi) > (vi),(vi),,14.774.215.068,6.599.984.933,,14774215068.0,6599984933.0
(vi),(vi),(vi),Lãi thu từ khách hàng chậm thanh toán,,,,,
(vi),(vi),(vi),Công ty con,,,,,
(vi),(vi) > (vi),(vi),Công ty Cổ phần Nhưa Hoa Sen,2.699.264.196,9.595.177.349,,2699264196.0,9595177349.0
(vi),(vi),(vi),Bên liên quan khác,,,,,
(vi),(vi) > (vi),(vi),Công ty TNHH Tập đoàn Đầu tư Hoa Sen,17.600.251,39.775.092,,17600251.0,39775092.0
(vi),(vi) > (vi),(vi),,2.716.864.447,9.634.952.441,,2716864447.0,9634952441.0
(vii),(vii),(vii),Lợi nhuận được chia (Thuyết minh 26),,,,,
(vii),(vii),(vii),Công ty con,,,,,
(vii),(vii) > (vii),(vii),Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nghệ An,483.125.431.774,233.211.069.581,,483125431774.0,233211069581.0
(vii),(vii) > (vii),(vii),Công ty Cổ phần Nhưa Hoa Sen,328.369.305.825,-,,328369305825.0,
(vii),(vii) > (vii),(vii),Công ty TNHH Một thành viên Tôn Hoa Sen,76.369.081.747,65.230.722.689,,76369081747.0,65230722689.0
(vii),(vii) > (vii),(vii),Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Hà Nam,55.657.214.900,-,,55657214900.0,
(vii),(vii) > (vii),(vii),,943.521.034.246,298.441.792.270,,943521034246.0,298441792270.0
