row_label_raw,row_label_full,col_0,Tai ngày 30.9.2025,Tai ngày 30.9.2025_1,Tai ngày 30.9.2024,Tai ngày 30.9.2024_1,numeric__Tai ngày 30.9.2025,numeric__Tai ngày 30.9.2025_1,numeric__Tai ngày 30.9.2024,numeric__Tai ngày 30.9.2024_1
,,,Cổ phiếu phổ thông,%,Cổ phiếu phổ thông,%,,,,
Ông Lê Phước Vũ,Ông Lê Phước Vũ,Ông Lê Phước Vũ,105.345.945,"16,96",104.845.945,"17,02",105345945.0,16.96,104845945.0,17.02
Cổ đông khác,Cổ đông khác,Cổ đông khác,515.636.364,"83,04",511.136.364,"82,98",515636364.0,83.04,511136364.0,82.98
Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,620.982.309,"100,00",615.982.309,"100,00",620982309.0,100.0,615982309.0,100.0
