row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 30.9.2025 VND,Tại ngày > 30.9.2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 30.9.2025 VND,numeric__Tại ngày > 30.9.2024 VND
100,100,100,TÀI SẢN NGĂN HẠN,,12.159.635.783.116,15.547.886.617.815,,,12159635783116.0,15547886617815.0
110,110,110,Tiền và các khoản tương đương tiền,3,357.667.413.204,427.778.817.941,,3.0,357667413204.0,427778817941.0
111,111,111,Tiền,,356.796.727.614,426.922.790.174,,,356796727614.0,426922790174.0
112,112,112,Các khoản tương đương tiền,,870.685.590,856.027.767,,,870685590.0,856027767.0
120,120,120,Đầu tư tài chính ngắn hạn,,36.754.243.645,21.278.737.672,,,36754243645.0,21278737672.0
123,123,123,Đầu tư nắm giữ đến ngày đào hạn,4(a),36.754.243.645,21.278.737.672,,,36754243645.0,21278737672.0
130,130,130,Các khoản phải thu ngắn hạn,,7.200.663.747.434,10.613.408.098.640,,,7200663747434.0,10613408098640.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,5.569.287.972.529,9.337.308.709.135,,5.0,5569287972529.0,9337308709135.0
132,132,132,Trả trước cho người bán ngắn hạn,6(a),186.229.022.285,535.694.209.756,,,186229022285.0,535694209756.0
135,135,135,Phải thu về cho vay ngắn hạn,7,426.500.000.000,374.000.000.000,,7.0,426500000000.0,374000000000.0
136,136,136,Phải thu ngắn hạn khác,8(a),1.019.755.655.039,366.833.818.035,,,1019755655039.0,366833818035.0
137,137,137,Dư phòng phải thu ngắn hạn khó đòi,,(1.108.902.419),(428.638.286),,,-1108902419.0,-428638286.0
140,140,140,Hàng tồn kho,9,3.920.784.485.164,3.943.145.442.782,,9.0,3920784485164.0,3943145442782.0
141,141,141,Hàng tồn kho,,3.996.616.719.709,4.064.994.260.176,,,3996616719709.0,4064994260176.0
149,149,149,Dư phòng giảm giá hàng tồn kho,,(75.832.234.545),(121.848.817.394),,,-75832234545.0,-121848817394.0
150,150,150,Tài sản ngắn hạn khác,,643.765.893.669,542.275.520.780,,,643765893669.0,542275520780.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),95.596.663.469,86.974.686.528,,,95596663469.0,86974686528.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",15(a),440.847.931.868,326.902.155.004,,,440847931868.0,326902155004.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(b),107.321.298.332,128.398.679.248,,,107321298332.0,128398679248.0
200,200,200,TÀI SẢN DÀI HẠN,,7.102.493.345.271,4.763.897.298.254,,,7102493345271.0,4763897298254.0
210,210,210,Các khoản phải thu dài hạn,,1.893.574.473.006,175.741.186.200,,,1893574473006.0,175741186200.0
212,212,212,Trả trước cho người bán dài hạn,6(b),1.250.000.000.000,-,,,1250000000000.0,
216,216,216,Phải thu dài hạn khác,8(b),643.574.473.006,175.741.186.200,,,643574473006.0,175741186200.0
220,220,220,Tài sản cố định,,955.653.484.918,844.402.354.164,,,955653484918.0,844402354164.0
221,221,221,Tài sản cố định hữu hình,11(a),752.945.579.741,666.709.132.303,,,752945579741.0,666709132303.0
222,222,222,Nguyên giả,,3.858.836.028.832,3.851.460.375.484,,,3858836028832.0,3851460375484.0
223,223,223,Giá trị khấu hao lũy kê,,(3.105.890.449.091),(3.184.751.243.181),,,-3105890449091.0,-3184751243181.0
227,227,227,Tài sản cố định vô hình,11(b),202.707.905.177,177.693.221.861,,,202707905177.0,177693221861.0
228,228,228,Nguyên giả,,303.859.082.510,270.506.314.710,,,303859082510.0,270506314710.0
229,229,229,Giá trị khấu hao lũy kê,,(101.151.177.333),(92.813.092.849),,,-101151177333.0,-92813092849.0
240,240,240,Tài sản dở dang dài hạn,,110.687.368.098,9.027.013.569,,,110687368098.0,9027013569.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,110.687.368.098,9.027.013.569,,12.0,110687368098.0,9027013569.0
250,250,250,Đầu tư tài chính dài hạn,,4.009.850.000.000,3.595.595.087.671,,,4009850000000.0,3595595087671.0
251,251,251,Đầu tư vào công ty con,4(b),4.009.850.000.000,3.594.595.087.671,,,4009850000000.0,3594595087671.0
255,255,255,Đầu tư nằm giữ đến ngày đào hạn,,-,1.000.000.000,,,,1000000000.0
260,260,260,Tài sản dài hạn khác,,132.728.019.249,139.131.656.650,,,132728019249.0,139131656650.0
261,261,261,Chi phí trả trước dài hạn,10(b),47.991.029.812,62.373.737.291,,,47991029812.0,62373737291.0
262,262,262,Tài sản thuế thu nhập hoãn lại,20,84.736.989.437,76.757.919.359,,20.0,84736989437.0,76757919359.0
270,270,270,TỔNG TÀI SẢN,,19.262.129.128.387,20.311.783.916.069,,,19262129128387.0,20311783916069.0
