row_label_raw,row_label_full,"Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")",Số cuối năm > 541.434.117,Ngàn VND Số đầu năm > 1.896.279.457,numeric__Số cuối năm > 541.434.117,numeric__Ngàn VND Số đầu năm > 1.896.279.457
"Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu",350.471.619,853.351.981,350471619.0,853351981.0
"Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"") - Chi nhánh Đồng Nai","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"") - Chi nhánh Đồng Nai","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"") - Chi nhánh Đồng Nai",193.307.774,449.914.668,193307774.0,449914668.0
Ngân hàng Sacombank - Chi nhánh Campuchia,Ngân hàng Sacombank - Chi nhánh Campuchia,Ngân hàng Sacombank - Chi nhánh Campuchia,24.157.000,-,24157000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.109.370.510,3.199.546.106,1109370510.0,3199546106.0
