row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm > Ngàn VND,Nguyên tệ > Ngàn VND,Nguyên tệ > USD,Thời hạn thanh toán và ngày đáo hạn,Lãi suất,"Tài sản thể chấp (TM số 10, 11, 12, 13 và 14)",numeric__Số cuối năm > Ngàn VND,numeric__Nguyên tệ > Ngàn VND,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất,"numeric__Tài sản thể chấp (TM số 10, 11, 12, 13 và 14)"
"Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu",,,,,,
Khoản vay 1(của Nhóm Công tyMía đường vào ngày31 tháng 8 năm 2016),"Ngân hàng Lào - Việt, Chi nhánh Attapeu > Khoản vay 1(của Nhóm Công tyMía đường vào ngày31 tháng 8 năm 2016)",Khoản vay 1(của Nhóm Công tyMía đường vào ngày31 tháng 8 năm 2016),216.919.925,-,9.686.243,Từ ngày 8 tháng 12năm 2016 đến 24tháng 6 năm 2017,8%/năm,"Máy cắt mía trị giá 5,136 tỷ LAK của Công ty TNHH Míađường Hoàng Anh Attapeu - công ty con; Quyền sửdụng đất 18.313 \( m^{2} \) tại Huyện Samakhixay, Tĩnh Attapeuvà tài sản liên quan trị giá 46,122 tỷ LAK của công tyTNHH PTNN Hoàng Anh Attapeu (""HAA"")",216919925.0,,9686243.0,,,
Khoản vay 2,"Ngân hàng Lào - Việt, Chi nhánh Attapeu > Khoản vay 2",Khoản vay 2,133.551.694,-,5.982.684,Từ ngày 28 tháng 3năm 2017 đến 7tháng 9 năm 2017,8%/năm,"Quyền sử dụng 3 lô đất 1.001,78 ha tại Laman, Sekong,Lào; toàn bộ tài sản trên đất thuộc dự án nuôi bò; toànbộ đàn bò nhập về của Công ty TNHH Công nghiệp -Nông nghiệp Cao su Hoàng Anh Quang Minh (""HAQM"")",133551694.0,,5982684.0,,,
TỔNG CỘNG,"Ngân hàng Lào - Việt, Chi nhánh Attapeu > TỔNG CỘNG",TỔNG CỘNG,350.471.619,,,,,,350471619.0,,,,,
"HDBank, Chi nhánhGia Lai","Ngân hàng Lào - Việt, Chi nhánh Attapeu > HDBank, Chi nhánhGia Lai","HDBank, Chi nhánhGia Lai",192.510.774,192.510.774,-,Từ ngày 18 tháng 1năm 2017 đến 15tháng 5 năm 2017,"10,5%/năm",Đàn bò thịt hình thành tử vốn vay thuộc sở hữu củacông ty CSTN,192510774.0,192510774.0,,,,
"HDBank, Chi nhánhĐắk Lắk","Ngân hàng Lào - Việt, Chi nhánh Attapeu > HDBank, Chi nhánhĐắk Lắk","HDBank, Chi nhánhĐắk Lắk",797.000,797.000,-,Từ ngày 28 tháng 2năm 2017 đến 26tháng 4 năm 2017,"10,5%/năm",Đàn bò sinh sân và bê con sinh ra thuộc sở hữu củaCông ty Cổ phần Hoàng Anh Đắk Lắk,797000.0,797000.0,,,,
TỔNG CỘNG,"Ngân hàng Lào - Việt, Chi nhánh Attapeu > TỔNG CỘNG",TỔNG CỘNG,193.307.774,,,,,,193307774.0,,,,,
"Ngân hàngSacombank, Chinhánh Campuchia","Ngân hàng Lào - Việt, Chi nhánh Attapeu > Ngân hàngSacombank, Chinhánh Campuchia","Ngân hàngSacombank, Chinhánh Campuchia",24.157.000,-,1.000.000,Ngày 30 tháng 6năm 2017,9%/năm,"Quyền sử dụng đất thuê lâu dài tại Xã Talao, HuyệnOuchum, Tĩnh Ratanakiri và Xã Nhang, Huyện AndongMeas, Tĩnh Rattanakiri của Công ty Cổ phần HoàngAnh Oyada",24157000.0,,1000000.0,,,
