row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Chi phí phát triển vườn mía,Chi phí phát triển vườn mía,Chi phí phát triển vườn mía,618.978.018,658.413.797,618978018.0,658413797.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",380.772.736,134.418.866,380772736.0,134418866.0
Chi phí phát triển vườn cây ăn quả,Chi phí phát triển vườn cây ăn quả,Chi phí phát triển vườn cây ăn quả,186.650.601,-,186650601.0,
Chi phí khai hoang và trồng cổ,Chi phí khai hoang và trồng cổ,Chi phí khai hoang và trồng cổ,109.762.962,121.112.688,109762962.0,121112688.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,73.795.185,91.834.191,73795185.0,91834191.0
Chi phí đào tạo học viện bóng đá HAGL - JMG,Chi phí đào tạo học viện bóng đá HAGL - JMG,Chi phí đào tạo học viện bóng đá HAGL - JMG,57.955.720,63.699.738,57955720.0,63699738.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,25.358.651,26.054.715,25358651.0,26054715.0
Chi phí phát triển vườn bắp,Chi phí phát triển vườn bắp,Chi phí phát triển vườn bắp,-,49.185.469,,49185469.0
Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,43.902.008,11.795.634,43902008.0,11795634.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.497.175.881,1.156.515.098,1497175881.0,1156515098.0
