row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),Phải thu ngắn hạn của khách hàng (TM số 6),,,,
Công ty Cổ phần Chăn nuôi Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên kết,Bán hàng hóa và cung cấp dịch vụ,339.172.635,275.845.734,,,339172635.0,275845734.0
Công ty Cổ phần Chăn nuôi Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên kết,Bán tài sản,383.279,383.279,,,383279.0,383279.0
Công ty Cổ phần Hoàng Anh Mê Kông,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Hoàng Anh Mê Kông,Công ty Cổ phần Hoàng Anh Mê Kông,Công ty liên quan,Cung cấp dịch vụ,2.041.135,1.813.211,,,2041135.0,1813211.0
Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Công ty liên quan,Cung cấp dịch vụ,49.843,1.452.577,,,49843.0,1452577.0
Công ty Cổ phần Đầu tư Bất động sản An Phú,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty liên quan,Cung cấp dịch vụ,97.427,1.302.577,,,97427.0,1302577.0
Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Công ty liên kết,Cung cấp dịch vụ,1.967.402,915.102,,,1967402.0,915102.0
Công ty Cổ phần Xây dựng Huynh Đệ,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Xây dựng Huynh Đệ,Công ty Cổ phần Xây dựng Huynh Đệ,Công ty liên quan,Cung cấp dịch vụ,849.306,250.570,,,849306.0,250570.0
Công ty Cổ phần Cao su Trung Nguyên,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty liên quan,Bán hàng hóa và cung cấp dịch vụ,-,118.125,,,,118125.0
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Bán hàng hóa và cung cấp dịch vụ,2.093.959,873.319,,,2093959.0,873319.0
Công ty TNHH Thương mại và Dịch vụ Trúc Thịnh,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty TNHH Thương mại và Dịch vụ Trúc Thịnh,Công ty TNHH Thương mại và Dịch vụ Trúc Thịnh,Công ty liên quan,Bán hàng hóa và cung cấp dịch vụ,-,63.690,,,,63690.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty liên quan,Bán tài sản,90.147.433,-,,,90147433.0,
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Phải thu ngắn hạn của khách hàng (TM số 6) > Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty liên quan,Bán hàng hóa và cung cấp dịch vụ,27.712.129,-,,,27712129.0,
Các bên liên quan khác,Phải thu ngắn hạn của khách hàng (TM số 6) > Các bên liên quan khác,Các bên liên quan khác,,Bán hàng hóa và cung cấp dịch vụ,1.474.649,-,,,1474649.0,
TỔNG CỘNG,Phải thu ngắn hạn của khách hàng (TM số 6) > TỔNG CỘNG,TỔNG CỘNG,,,465.989.197,283.018.184,,,465989197.0,283018184.0
