row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,816.345.701,341.776.177,816345701.0,341776177.0
Phải thu từ dịch vụ xây dựng,Phải thu từ dịch vụ xây dựng,Phải thu từ dịch vụ xây dựng,821.662.397,850.175.129,821662397.0,850175129.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu Chính phủ Lào cho việc xây dựng sân bay,Trong đó: > Phải thu Chính phủ Lào cho việc xây dựng sân bay,Phải thu Chính phủ Lào cho việc xây dựng sân bay,727.713.177,730.579.743,727713177.0,730579743.0
Phải thu từ các khách hàng khác,Trong đó: > Phải thu từ các khách hàng khác,Phải thu từ các khách hàng khác,93.949.220,119.595.386,93949220.0,119595386.0
Phải thu từ thanh lý các khoản đầu tư,Trong đó: > Phải thu từ thanh lý các khoản đầu tư,Phải thu từ thanh lý các khoản đầu tư,-,309.841.300,,309841300.0
"Phải thu về thanh lý tài sản, bất động sản đầu tư và chuyển nhượng dự án","Trong đó: > Phải thu về thanh lý tài sản, bất động sản đầu tư và chuyển nhượng dự án","Phải thu về thanh lý tài sản, bất động sản đầu tư và chuyển nhượng dự án",116.853.085,76.548.668,116853085.0,76548668.0
Phải thu tiền bán căn hộ,Trong đó: > Phải thu tiền bán căn hộ,Phải thu tiền bán căn hộ,17.792.679,28.768.815,17792679.0,28768815.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.772.653.862,1.607.110.089,1772653862.0,1607110089.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,1.306.664.665,1.324.091.905,1306664665.0,1324091905.0
Phải thu các bên liên quan (TM số 36),Trong đó: > Phải thu các bên liên quan (TM số 36),Phải thu các bên liên quan (TM số 36),465.989.197,283.018.184,465989197.0,283018184.0
