row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Nhà đầu tư (Chaleun Sekong Group) ứng tiền trước mua cổ phần công ty con (TM số 14),Nhà đầu tư (Chaleun Sekong Group) ứng tiền trước mua cổ phần công ty con (TM số 14),Nhà đầu tư (Chaleun Sekong Group) ứng tiền trước mua cổ phần công ty con (TM số 14),1.937.491.633,-,1937491633.0,
Khách hàng thương mại trả tiền trước,Khách hàng thương mại trả tiền trước,Khách hàng thương mại trả tiền trước,883.696.039,796.834.695,883696039.0,796834695.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Công ty Cổ phần Bò Đông Dương,Trong đó: > Công ty Cổ phần Bò Đông Dương,Công ty Cổ phần Bò Đông Dương,-,574.711.583,,574711583.0
Công ty Cổ phần Chăn nuôi Bình Hà,Trong đó: > Công ty Cổ phần Chăn nuôi Bình Hà,Công ty Cổ phần Chăn nuôi Bình Hà,103.163.300,105.643.300,103163300.0,105643300.0
Các khách hàng khác,Trong đó: > Các khách hàng khác,Các khách hàng khác,780.532.739,116.479.812,780532739.0,116479812.0
Khách hàng mua căn hộ trả tiền trước (i),Trong đó: > Khách hàng mua căn hộ trả tiền trước (i),Khách hàng mua căn hộ trả tiền trước (i),531.096.293,374.145.290,531096293.0,374145290.0
Khách hàng dịch vụ xây dựng trả tiền trước,Trong đó: > Khách hàng dịch vụ xây dựng trả tiền trước,Khách hàng dịch vụ xây dựng trả tiền trước,193.716.544,267.453.816,193716544.0,267453816.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,3.546.000.509,1.438.433.801,3546000509.0,1438433801.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Các khách hàng khác,Trong đó: > Các khách hàng khác,Các khách hàng khác,3.327.865.405,1.186.629.294,3327865405.0,1186629294.0
Các bên liên quan (TM số 36),Trong đó: > Các bên liên quan (TM số 36),Các bên liên quan (TM số 36),218.135.104,251.804.507,218135104.0,251804507.0
