row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
(Lỗ) lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty (Ngàn VND),(Lỗ) lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty (Ngàn VND),(Lỗ) lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty (Ngàn VND),(1.136.650.486),502.343.207,-1136650486.0,502343207.0
Trích lập quỹ phúc lợi (Ngàn VND),Trích lập quỹ phúc lợi (Ngàn VND),Trích lập quỹ phúc lợi (Ngàn VND),-,(18.110.412),,-18110412.0
Tiền lãi sau thuế của trái phiếu chuyển đổi hạch toán vào báo cáo kết quả hoạt động kinh doanh hợp nhất (Ngàn VND),Tiền lãi sau thuế của trái phiếu chuyển đổi hạch toán vào báo cáo kết quả hoạt động kinh doanh hợp nhất (Ngàn VND),Tiền lãi sau thuế của trái phiếu chuyển đổi hạch toán vào báo cáo kết quả hoạt động kinh doanh hợp nhất (Ngàn VND),19.428.440,47.883.010,19428440.0,47883010.0
(Lỗ) lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty được điều chỉnh do ảnh hưởng pha loãng (Ngàn VND),(Lỗ) lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty được điều chỉnh do ảnh hưởng pha loãng (Ngàn VND),(Lỗ) lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty được điều chỉnh do ảnh hưởng pha loãng (Ngàn VND),(1.117.222.046),532.115.805,-1117222046.0,532115805.0
Số cổ phiếu bình quân lưu hành trong năm để tính lãi cơ bản trên cổ phiếu,Số cổ phiếu bình quân lưu hành trong năm để tính lãi cơ bản trên cổ phiếu,Số cổ phiếu bình quân lưu hành trong năm để tính lãi cơ bản trên cổ phiếu,789.899.283,789.899.283,789899283.0,789899283.0
Tăng số lượng cổ phiếu bình quân do ảnh hưởng của cổ phiếu tiềm năng có thể được chuyển đổi từ trái phiếu chuyển đổi (*),Tăng số lượng cổ phiếu bình quân do ảnh hưởng của cổ phiếu tiềm năng có thể được chuyển đổi từ trái phiếu chuyển đổi (*),Tăng số lượng cổ phiếu bình quân do ảnh hưởng của cổ phiếu tiềm năng có thể được chuyển đổi từ trái phiếu chuyển đổi (*),55.993.892,55.993.892,55993892.0,55993892.0
Số lượng cổ phiếu bình quân lưu hành đã được điều chỉnh do ảnh hưởng pha loãng trong năm,Số lượng cổ phiếu bình quân lưu hành đã được điều chỉnh do ảnh hưởng pha loãng trong năm,Số lượng cổ phiếu bình quân lưu hành đã được điều chỉnh do ảnh hưởng pha loãng trong năm,845.893.175,845.893.175,845893175.0,845893175.0
(Lỗ) lãi trên cổ phiếu (VND),(Lỗ) lãi trên cổ phiếu (VND),(Lỗ) lãi trên cổ phiếu (VND),,,,
- (Lỗ) lãi cơ bản trên cổ phiếu,(Lỗ) lãi trên cổ phiếu (VND) > - (Lỗ) lãi cơ bản trên cổ phiếu,- (Lỗ) lãi cơ bản trên cổ phiếu,(1.439),613,-1439.0,613.0
- (Lỗ) lãi suy giảm trên cổ phiếu,(Lỗ) lãi trên cổ phiếu (VND) > - (Lỗ) lãi suy giảm trên cổ phiếu,- (Lỗ) lãi suy giảm trên cổ phiếu,(1.439),613,-1439.0,613.0
