row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm > Ngàn VND,Nguyên tệ > USD,Nguyên tệ > Ngàn LAK,Thời hạn thanh toán và ngày đáo hạn,Lãi suất,"Tài sản thế chấp(TM số 5, 10, 11, 12, 13 và 14)",numeric__Số cuối năm > Ngàn VND,numeric__Nguyên tệ > USD,numeric__Nguyên tệ > Ngàn LAK,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất,"numeric__Tài sản thế chấp(TM số 5, 10, 11, 12, 13 và 14)"
"Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu","Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu","Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu","Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu","Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu","Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu","Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu","Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu","Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu",,,,,,
Khoản vay 1,"Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu > Khoản vay 1",Khoản vay 1,369.671.109,-,135.908.495,Từ ngày 25 tháng 3 năm2018 đến ngày 25 tháng12 năm 2026,"Bằng lãi suất tiền gối cá nhân kỳ hạn 12 tháng tại LVB + biên độ lãi suất, điều chỉnh 06 tháng/lần(2016: 12 - 12,75%/năm)",Tài sản dự án Thủy điện Nậm Kông 3 thuộc sở hữu của Công ty TNHH Điện Nậm Kông 3,369671109.0,,135908495.0,,,
Khoản vay 2,"Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu > Khoản vay 2",Khoản vay 2,423.798.509,18.991.745,-,Từ ngày 25 tháng 11 năm 2018 đến ngày 25 tháng 8 năm 2022,"Bằng lãi suất tiền gối cá nhân kỳ hạn 12 tháng tại LVB + biên độ lãi suất, điều chỉnh 06 tháng/lần(2016: 8 - 9,5%/năm)",Toàn bộ đàn bò nhập về của HA Attapeu,423798509.0,18991745.0,,,,
Khoản vay 3,"Ngân hàng Lào - Việt (""LVB""), Chi nhánh Attapeu > Khoản vay 3",Khoản vay 3,277.751.463,7.649.850,39.355.143,Từ ngày 21 tháng 6 năm 2018 đến ngày 21 tháng 3 năm 2023,"Vay bằng USD: mức vay trung hạn tại LVB, điều chỉnh 6 tháng/lần. Vay bằng LAK: lãi suất tiết kiệm 13 tháng + 3%/năm, điều chỉnh 6 tháng/lần (2016: 9,5 -11%/năm cho USD; 12,75 - 13,75%/năm cho LAK)","Quyền thuê đất và tài sản gắn liền trên đất bao gồm 5.588 ha cao su và 2.093,6 ha cọ đầu tại Tĩnh Attapeu, Lào thuộc sở hữu bởi HAA",277751463.0,7649850.0,39355143.0,,,
