row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả tiền sử dụng đất dự án Khu phức hợp,Phải trả tiền sử dụng đất dự án Khu phức hợp,Phải trả tiền sử dụng đất dự án Khu phức hợp,Phải trả tiền sử dụng đất dự án Khu phức hợp,Phải trả tiền sử dụng đất dự án Khu phức hợp,,
Hoàng Anh Gia Lai Myanmar,Phải trả tiền sử dụng đất dự án Khu phức hợp > Hoàng Anh Gia Lai Myanmar,Hoàng Anh Gia Lai Myanmar,451.447.328,490.407.288,451447328.0,490407288.0
Phải trả nhà thầu xây dựng,Phải trả tiền sử dụng đất dự án Khu phức hợp > Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,446.817.869,300.130.687,446817869.0,300130687.0
Phải trả người bán hàng hóa và dịch vụ,Phải trả tiền sử dụng đất dự án Khu phức hợp > Phải trả người bán hàng hóa và dịch vụ,Phải trả người bán hàng hóa và dịch vụ,408.139.015,152.218.598,408139015.0,152218598.0
Phải trả tiền mua máy móc thiết bị và phát triển vườn cây,Phải trả tiền sử dụng đất dự án Khu phức hợp > Phải trả tiền mua máy móc thiết bị và phát triển vườn cây,Phải trả tiền mua máy móc thiết bị và phát triển vườn cây,5.256.463,114.681.513,5256463.0,114681513.0
Phải trả người bán khác,Phải trả tiền sử dụng đất dự án Khu phức hợp > Phải trả người bán khác,Phải trả người bán khác,7.749.101,66.210.000,7749101.0,66210000.0
TỔNG CỘNG,Phải trả tiền sử dụng đất dự án Khu phức hợp > TỔNG CỘNG,TỔNG CỘNG,1.319.409.776,1.123.648.086,1319409776.0,1123648086.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả người bán khác,Trong đó: > Phải trả người bán khác,Phải trả người bán khác,1.254.386.264,1.021.126.780,1254386264.0,1021126780.0
Phải trả các bên liên quan (TM số 36),Trong đó: > Phải trả các bên liên quan (TM số 36),Phải trả các bên liên quan (TM số 36),65.023.512,102.521.306,65023512.0,102521306.0
