row_label_raw,row_label_full,Tênngán hàng,Số cuối nămNgàn VND,Nguyên tệUSD,Thời hạn thanh toánvà ngày đáo hạn,Lãi suất,"Tài sản thế chấp(TM số 5, 10, 11, 12, 13 và 14)",numeric__Số cuối nămNgàn VND,numeric__Nguyên tệUSD,numeric__Thời hạn thanh toánvà ngày đáo hạn,numeric__Lãi suất,"numeric__Tài sản thế chấp(TM số 5, 10, 11, 12, 13 và 14)"
"Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức",,,,,
Khoản vay 1,"Sacombank, Chi nhánh Thủ Đức > Khoản vay 1",Khoản vay 1,250.000.000,-,Từ ngày 29 tháng 5 năm 2017 đến ngày29 tháng 5 năm 2019,Lãi suất thả nổi(2016:10%/năm),"Vườn cao su 1.328,1 ha của CSTN, bên liên quan; 1 bia đồ 479,2 hatai xã EaH'leo, Huyện EaH'leo giá trị 95,840 tỷ đồng thuộc sở hữu củaCông ty Cổ phần Hoàng Anh Đắk Lắk và 1 bia đồ 683,33 ha tại xãEaH'leo, Huyện EaH'leo giá trị 97,760 tỷ đồng thuộc sở hữu của Côngty Cổ phần Cao su Ban Mê",250000000.0,,,,
Khoản vay 2,"Sacombank, Chi nhánh Thủ Đức > Khoản vay 2",Khoản vay 2,85.000.000,-,Ngày 11 tháng 10 năm 2021,"9,5%/năm","Toàn bộ vườn cao su, công trình gắn liền với đất, quyền khai thácvà các tài sản khác với tổng diện tích là 13.281.000m2 thuộc sở hữucủa CSTN",85000000.0,,,,
"Sacombank,Chi nhánhCampuchia","Sacombank, Chi nhánh Thủ Đức > Sacombank,Chi nhánhCampuchia","Sacombank,Chi nhánhCampuchia",96.628.000,4.000.000,Từ ngày 23 tháng 6 năm 2018 đến 23tháng 6 năm 2021,9%/năm,"Quyền sử dụng đất thuê lâu dài tại Xã Talao, Huyện Ouchum,Tỉnh Rattanakiri và Xã Nhang, Huyện Andong Meas, Tỉnh Rattanakiricủa Công ty Cổ phần Hoàng Anh Oyada",96628000.0,4000000.0,,,
Tổng cộngSacombank,"Sacombank, Chi nhánh Thủ Đức > Tổng cộngSacombank",Tổng cộngSacombank,994.082.604,,,,,994082604.0,,,,
Trong đó:Vay dài hạnđến hạn trả,"Sacombank, Chi nhánh Thủ Đức > Trong đó:Vay dài hạnđến hạn trả",Trong đó:Vay dài hạnđến hạn trả,25.000.000,,,,,25000000.0,,,,
