row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06,"CHỈ TIỀU > I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH (Lỗ) lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định (""TSCĐ"") hữu hình, bắt động sản đầu tư và hao mòn TSCĐ vô hình (bao gồm phân bổ lợi thể thương mại) Các khoản dự phòng Lỗ (lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay",Thuyết minh > 32,Năm nay > (1.406.287.691) 774.966.464 45.528.933 33.309.004 (767.018.139) 1.579.381.993,Năm trước > 806.212.213 372.592.068 9.745.286 (115.305.562) (628.376.312) 1.078.711.240,"numeric__CHỈ TIỀU > I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH (Lỗ) lợi nhuận trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định (""TSCĐ"") hữu hình, bắt động sản đầu tư và hao mòn TSCĐ vô hình (bao gồm phân bổ lợi thể thương mại) Các khoản dự phòng Lỗ (lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay",numeric__Thuyết minh > 32,numeric__Năm nay > (1.406.287.691) 774.966.464 45.528.933 33.309.004 (767.018.139) 1.579.381.993,numeric__Năm trước > 806.212.213 372.592.068 9.745.286 (115.305.562) (628.376.312) 1.078.711.240
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động Giảm các khoản phải thu Giảm (tăng) hàng tồn kho Tăng các khoản phải trả (Tăng) giảm chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,35.1,259.880.564 1.119.197.170 1.293.921.678 1.067.210.872 (120.577.118) (1.417.691.509) (25.424.754) (56.558),1.523.578.933 1.169.669.226 (1.916.001.996) 1.699.906.910 121.084.629 (932.571.773) (109.599.492) (26.760.841),,351.0,,
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,2.176.460.345,1.529.305.596,,,2176460345.0,1529305596.0
,,,"II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi để mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về) Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý nấm giữ) Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",35.1,(3.895.058.904) 1.711.964.916 (3.351.481.274) 4.404.445.889 (4.604.707.935) 2.018.359.523 354.720.632,1.529.305.596 (7.946.189.324) 791.534.557 (6.581.690.554) 4.476.003.816 (2.350.933.815) 866.639.814 411.747.874,,351.0,,
21,21,21,"II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi để mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về) Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý nấm giữ) Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",35.1,(3.895.058.904) 1.711.964.916 (3.351.481.274) 4.404.445.889 (4.604.707.935) 2.018.359.523 354.720.632,1.529.305.596 (7.946.189.324) 791.534.557 (6.581.690.554) 4.476.003.816 (2.350.933.815) 866.639.814 411.747.874,,351.0,,
22,22,22,"II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi để mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về) Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý nấm giữ) Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",35.1,(3.895.058.904) 1.711.964.916 (3.351.481.274) 4.404.445.889 (4.604.707.935) 2.018.359.523 354.720.632,1.529.305.596 (7.946.189.324) 791.534.557 (6.581.690.554) 4.476.003.816 (2.350.933.815) 866.639.814 411.747.874,,351.0,,
23,23,23,"II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi để mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về) Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý nấm giữ) Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",35.1,(3.895.058.904) 1.711.964.916 (3.351.481.274) 4.404.445.889 (4.604.707.935) 2.018.359.523 354.720.632,1.529.305.596 (7.946.189.324) 791.534.557 (6.581.690.554) 4.476.003.816 (2.350.933.815) 866.639.814 411.747.874,,351.0,,
24,24,24,"II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi để mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về) Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý nấm giữ) Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",35.1,(3.895.058.904) 1.711.964.916 (3.351.481.274) 4.404.445.889 (4.604.707.935) 2.018.359.523 354.720.632,1.529.305.596 (7.946.189.324) 791.534.557 (6.581.690.554) 4.476.003.816 (2.350.933.815) 866.639.814 411.747.874,,351.0,,
25,25,25,"II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi để mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về) Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý nấm giữ) Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",35.1,(3.895.058.904) 1.711.964.916 (3.351.481.274) 4.404.445.889 (4.604.707.935) 2.018.359.523 354.720.632,1.529.305.596 (7.946.189.324) 791.534.557 (6.581.690.554) 4.476.003.816 (2.350.933.815) 866.639.814 411.747.874,,351.0,,
26,26,26,"II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi để mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về) Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý nấm giữ) Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",35.1,(3.895.058.904) 1.711.964.916 (3.351.481.274) 4.404.445.889 (4.604.707.935) 2.018.359.523 354.720.632,1.529.305.596 (7.946.189.324) 791.534.557 (6.581.690.554) 4.476.003.816 (2.350.933.815) 866.639.814 411.747.874,,351.0,,
27,27,27,"II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chi để mua sắm, xây dựng TSCĐ và tài sản dài hạn khác Tiền thu do thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác Tiền chi cho các đơn vị khác vay Tiền thu hồi cho vay Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về) Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý nấm giữ) Tiền thu lãi cho vay, tiền gửi, cổ tức và lợi nhuận được chia",35.1,(3.895.058.904) 1.711.964.916 (3.351.481.274) 4.404.445.889 (4.604.707.935) 2.018.359.523 354.720.632,1.529.305.596 (7.946.189.324) 791.534.557 (6.581.690.554) 4.476.003.816 (2.350.933.815) 866.639.814 411.747.874,,351.0,,
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(3.361.757.153),(10.332.887.632),,,-3361757153.0,-10332887632.0
